Code,Score
S11612502147733,891
S11612502147734,967
S11612502147735,976
S11612502147736,1016
S11612502147737,1077
S11612502147738,1069
S11612502147740,1063
S11612502147741,1073
S11612502147742,1043
S11612502147743,1001
S11612502147744,984
S11612502147745,1064
S11612502147746,1003
S11612502147747,1025
S11612502147748,889
S11612502147749,1038
S11612502147750,1050
S11612502147751,954
S11612502147752,927
S11612502147801,1058
S11612502147802,1114
S11612502147803,911
S11612502147804,1079
S11612502147805,966
S11612502147806,611
S11612502147807,917
S11612502147808,991
S11612502147809,924
S11612502147810,1100
S11612502147811,1085
S11612502147812,1024
S11612502147813,1055
S11612502147814,1087
S11612502147815,1106
S11612502147816,1100
S11612502147817,977
S11612502147818,1074
S11612502147819,1045
S11612502147820,849
S11612502147821,1083
S11612502147822,979
S11612502147823,992
S11612502147824,1010
S11612502147825,1069
S11612502147826,1019
S11612502147827,1018
S11612502147828,800
S11612502147829,1006
S11612502147830,1066
S11612502147831,1079
S11612502147832,1044
S11612502147833,1075
S11612502147834,1081
S11612502147835,1065
S11612502147836,1081
S11612502147837,978
S11612502147838,1019
S11612503147901,857
S11612503147902,950
S11612503147903,932
S11612503147904,890
S11612503147905,812
S11612503147906,899
S11612503147907,878
S11612503147908,931
S11612503147910,919
S11612503147911,932
S11612503147912,754
S11612503147913,951
S11612503147914,863
S11612503147915,744
S11612503147916,762
S11612503147918,910
S11612503147919,881
S11612503147920,840
S11612503147921,906
S11612503147922,841
S11612503147923,888
S11612503147924,873
S11612503147925,897
S11612503147926,941
S11612503147927,941
S11612503147929,899
S11612503147930,924
S11612503147931,664
S11612503147932,817
S11612503147933,886
S11612503147934,891
S11612503147939,855
S11612503147940,864
S11612503147941,871
S11612503147942,952
S11612503147943,934
S11612503148001,817
S11612503148002,794
S11612503148003,720
S11612503148004,768
S11612503148005,891
S11612503148006,870
S11612503148007,862
S11612503148008,885
S11612503148009,850
S11612503148010,852
S11612503148011,890
S11612503148012,763
S11612503148013,867
S11612503148014,795
S11612503148015,855
S11612503148016,717
S11612503148017,750
S11612503148019,817
S11612503148020,870
S11612503148021,776
S11612503148022,869
S11612503148023,757
S11612503148024,915
S11612503148025,755
S11612503148026,803
S11612503148027,750
S11612503148028,818
S11612503148029,859
S11612503148030,851
S11612503148031,811
S11612503148032,826
S11612503148101,946
S11612503148102,915
S11612503148103,886
S11612503148104,931
S11612503148105,944
S11612503148106,951
S11612503148107,938
S11612503148108,954
S11612503148109,711
S11612503148110,903
S11612503148111,921
S11612503148112,909
S11612503148113,896
S11612503148114,875
S11612503148115,772
S11612503148116,924
S11612503148117,921
S11612503148118,940
S11612503148119,913
S11612503148120,925
S11612503148121,918
S11612503148122,910
S11612503148123,915
S11612503148124,872
S11612503148125,950
S11612503148126,859
S11612503148127,838
S11612503148128,894
S11612503148129,864
S11612503148130,865
S11612503148131,816
S11612503148132,862
S11612503148135,889
S11612503148136,936
S11612503148137,911
S11612503148138,877
S11612503148139,962
S11612503148140,944
S11612503148141,862
S11612503148142,917
S11612503148145,925
S11612503148146,975
S11612503148202,1135
S11612503148203,1129
S11612503148205,1028
S11612503148206,1005
S11612503148208,1064
S11612503148209,1048
S11612503148210,1024
S11612503148211,1036
S11612503148212,1018
S11612503148213,1019
S11612503148214,893
S11612503148215,1013
S11612503148216,928
S11612503148217,1024
S11612503148218,996
S11612503148219,991
S11612503148220,1041
S11612503148221,1051
S11612503148222,1025
S11612503148223,1034
S11612503148224,1042
S11612503148225,1006
S11612503148226,977
S11612503148227,988
S11612503148228,1046
S11612503148229,1021
S11612503148230,1010
S11612503148231,1011
S11612503148232,1039
S11612503148233,1036
S11612503148234,1054
S11612503148235,1027
S11612503148236,1061
S11612503148237,1029
S11612503148238,1014
S11612503148239,1052
S11612503148240,1031
S11612503148241,1029
S11612503148242,1050
S11612503148243,1052
S11612503148244,1069
S11612503148245,1068
S11612503148246,1048
S11612503148247,1059
S11612503148248,1037
S11612503148249,1067
S11612503148250,972
S11612503148251,1062
S11612503148252,1037
S11612503148253,1071
S11612503148254,990
S11612503148255,1033
S11612503148257,1029
S11612503148258,1021
S11612503148259,1118
S11612503148260,1106
S11612503148261,1098
S11612503148262,1118
S11612503148263,1101
S11612503148264,1003
S11612503148301,838
S11612503148302,865
S11612503148303,828
S11612503148304,840
S11612503148305,940
S11612503148307,851
S11612503148308,773
S11612503148309,796
S11612503148310,775
S11612503148311,835
S11612503148312,886
S11612503148313,899
S11612503148314,748
S11612503148316,886
S11612503148317,838
S11612503148318,890
S11612503148319,821
S11612503148320,815
S11612503148321,850
S11612503148322,874
S11612503148323,902
S11612503148324,939
S11612503148325,809
S11612503148326,950
S11612503148327,812
S11612503148328,881
S11612503148329,832
S11612503148330,789
S11612503148331,863
S11612503148332,930
S11612503148333,847
S11612503148335,886
S11612503148336,832
S11612503148337,922
S11612503148338,844
S11612503148339,828
S11612503148340,840
S11612503148341,902
S11612503148342,852
S11612503148343,816
S11612503148344,887
S11612503148401,900
S11612503148402,958
S11612503148403,819
S11612503148404,945
S11612503148405,889
S11612503148406,858
S11612503148407,899
S11612503148408,878
S11612503148409,768
S11612503148410,955
S11612503148411,977
S11612503148412,956
S11612503148413,913
S11612503148414,844
S11612503148415,791
S11612503148416,951
S11612503148417,966
S11612503148419,840
S11612503148420,1000
S11612503148421,955
S11612503148422,994
S11612503148423,905
S11612503148424,854
S11612503148425,955
S11612503148426,888
S11612503148427,985
S11612503148428,963
S11612503148429,980
S11612503148430,941
S11612503148431,961
S11612503148432,821
S11612503148433,970
S11612503148434,915
S11612503148435,957
S11612503148436,944
S11612503148437,949
S11612503148438,960
S11612503148439,955
S11612503148440,807
S11612503148441,875
S11612503148442,751
S11612503148501,1025
S11612503148502,1002
S11612503148503,985
S11612503148504,1020
S11612503148505,968
S11612503148506,973
S11612503148507,967
S11612503148508,850
S11612503148509,967
S11612503148510,890
S11612503148511,935
S11612503148512,977
S11612503148513,979
S11612503148514,937
S11612503148515,987
S11612503148516,832
S11612503148517,998
S11612503148518,962
S11612503148519,954
S11612503148520,986
S11612503148521,988
S11612503148522,1027
S11612503148523,806
S11612503148524,878
S11612503148525,942
S11612503148527,940
S11612503148528,909
S11612503148529,969
S11612503148530,974
S11612503148531,876
S11612503148532,935
S11612503148533,930
S11612503148534,931
S11612503148535,865
S11612503148536,932
S11612503148537,841
S11612503148538,902
S11612503148539,957
S11612503148540,949
S11612503148541,831
S11612503148542,785
S11612503148543,889
S11612503148544,854
S11612503148545,859
S11612503148546,804
S11612503148547,867
S11612503148548,865
S11612503148549,901
S11612503148550,864
S11612503148551,912
S11612503148552,966
S11612503148553,933
S11612503148554,962
S11612503148555,954
S11612503148556,917
S11612503148557,902
S11612503148558,881
S11612503148559,1042
S11612503148561,1008
S11612504148901,1051
S11612504148902,1017
S11612504148903,1032
S11612504148904,1042
S11612504148905,1010
S11612504148906,1021
S11612504148907,898
S11612504148908,1002
S11612504148909,1012
S11612504148910,1034
S11612504148911,1030
S11612504148912,1058
S11612504148913,1035
S11612504148915,986
S11612504148916,849
S11612504148917,908
S11612504148918,1035
S11612504148919,1003
S11612504148920,1019
S11612504148921,1007
S11612504148922,1047
S11612504148923,897
S11612504148924,932
S11612504148925,1045
S11612504148926,952
S11612504148927,1126
S11612504148928,976
S11612504148929,1030
S11612504148930,994
S11612504148931,981
S11612504148932,1050
S11612504148933,1035
S11612504148934,979
S11612504148935,1046
S11612504148936,1055
S11612504148937,738
S11612504148938,1032
S11612504148939,965
S11612504148940,1016
S11612504148941,990
S11612504148942,1058
S11612504148943,1023
S11612504148944,1015
S11612504148945,1029
S11612504148946,1041
S11612504148947,1020
S11612504148948,987
S11612504148949,1009
S11612504148950,999
S11612504149001,1104
S11612504149002,1085
S11612504149003,1102
S11612504149004,1101
S11612504149005,1095
S11612504149006,1119
S11612504149007,1092
S11612504149008,1115
S11612504149009,1118
S11612504149010,1100
S11612504149011,1067
S11612504149012,1069
S11612504149013,1089
S11612504149014,1130
S11612504149015,1112
S11612504149016,1111
S11612504149017,1062
S11612504149018,1140
S11612504149101,1099
S11612504149102,1116
S11612504149103,1065
S11612504149105,1064
S11612504149111,1000
S11612504149112,1002
S11612504149113,1025
S11612504149114,1095
S11612504149115,1014
S11612504149116,1029
S11612504149117,1047
S11612504149118,1037
S11612504149119,1107
S11612504149120,966
S11612504149121,1067
S11612504149122,1087
S11612504149123,1083
S11612504149124,1039
S11612504149125,968
S11612504149126,1086
S11612504149128,1085
S11612504149130,1040
S11612504149133,1012
S11612504149134,1112
S11612504149136,999
S11612504149137,997
S11612504149138,1038
S11612504149139,1035
S11612504149140,1044
S11612504149141,1116
S11612504149142,1120
S11612504149143,1067
S11612504149145,1067
S11612504149147,1088
S11612504149148,1153
S11612504149149,1047
S11612504149150,1047
S11612504149151,1075
S11612504149152,1081
S11612504149153,1053
S11612504149154,911
S11612504149201,972
S11612504149202,965
S11612504149203,995
S11612504149205,1046
S11612504149206,1055
S11612504149207,996
S11612504149208,1079
S11612504149212,1013
S11612504149213,993
S11612504149214,1002
S11612504149215,923
S11612504149216,1040
S11612504149217,915
S11612504149218,979
S11612504149219,963
S11612504149220,1026
S11612504149221,1018
S11612504149222,972
S11612504149223,985
S11612504149224,931
S11612504149225,950
S11612504149226,973
S11612504149227,941
S11612504149228,992
S11612504149229,934
S11612504149230,979
S11612504149231,993
S11612504149232,1019
S11612504149233,933
S11612504149234,1012
S11612504149236,1028
S11612504149237,1033
S11612504149238,996
S11612504149239,963
S11612504149240,1002
S11612504149241,945
S11612504149242,998
S11612504149243,895
S11612504149244,897
S11612504149245,1003
S11612504149246,1006
S11612504149247,975
S11612504149248,994
S11612504149249,996
S11612504149250,919
S11612504149251,1020
S11612504149252,1003
S11612504149253,1037
S11612504149254,1058
S11612504149255,1042
S11612504149256,1026
S11612504149257,999
S11612504149258,1014
S11612504149259,1058
S11612504149301,1081
S11612504149302,1081
S11612504149303,769
S11612504149304,848
S11612504149305,1041
S11612504149306,1060
S11612504149307,1053
S11612504149308,912
S11612504149309,1044
S11612504149310,1013
S11612504149311,904
S11612504149312,1027
S11612504149313,937
S11612504149314,1043
S11612504149315,1031
S11612504149316,1046
S11612504149317,1044
S11612504149318,1039
S11612504149320,1058
S11612504149321,1057
S11612504149322,1069
S11612504149323,1047
S11612504149324,1037
S11612504149325,1022
S11612504149326,1160
S11612504149327,1079
S11612504149328,1076
S11612504149329,986
S11612504149330,1009
S11612504149331,1023
S11612504149332,1032
S11612504149333,1044
S11612504149334,1057
S11612504149335,1035
S11612504149336,980
S11612504149337,1052
S11612504149338,1044
S11612504149339,1058
S11612504149340,1058
S11612504149341,1063
S11612504149342,1029
S11612504149343,1016
S11612504149344,1042
S11612504149345,1005
S11612504149346,1023
S11612504149347,1070
S11612504149401,1113
S11612504149402,1129
S11612504149403,1089
S11612504149404,1091
S11612504149405,1078
S11612504149406,1097
S11612504149407,1089
S11612504149408,1085
S11612504149409,1096
S11612504149410,1095
S11612504149411,1099
S11612504149412,1060
S11612504149413,1098
S11612504149414,1111
S11612504149415,1104
S11612504149416,998
S11612504149417,1097
S11612504149418,1090
S11612504149419,1125
S11612504149420,1093
S11612504149421,1078
S11612504149422,1109
S11612504149423,1075
S11612504149424,1129
S11612504149425,1109
S11612504149426,1120
S11612504158801,1025
S11612504158802,1011
S11612504158803,994
S11612504158804,971
S11612504158805,992
S11612504158806,1030
S11612504158807,1016
S11612504158809,916
S11612504158810,1019
S11612504158811,744
S11612504158812,1015
S11612504158813,1025
S11612504158814,1023
S11612504158815,1023
S11612504158816,1004
S11612504158817,1054
S11612504158818,1058
S11612504158819,1008
S11612504158820,971
S11612504158821,1005
S11612504158822,985
S11612504158823,970
S11612504158824,958
S11612504158825,951
S11612504158826,928
S11612504158827,1038
S11612504158901,1012
S11612504158902,1028
S11612504158903,987
S11612504158904,1000
S11612504158905,991
S11612504158906,1052
S11612504158907,1002
S11612504158908,1019
S11612504158909,932
S11612504158910,899
S11612504158911,1019
S11612504158912,1005
S11612504158913,1058
S11612504158914,1024
S11612504158915,970
S11612504158916,1036
S11612504158917,989
S11612504158918,937
S11612504158919,981
S11612504158920,973
S11612504158921,966
S11612504158922,939
S11612504158923,998
S11612504158924,962
S11612504158925,918
S11612504158926,1005
S11612504158927,1006
S11612504158928,1000
S11612504158929,1033
S11612504158930,994
S11612504158931,973
S11612504158932,980
S11612504158933,1033
S11612504158934,1001
S11612504158935,1052
S11612601149501,1098
S11612601149502,1025
S11612601149503,1050
S11612601149504,1032
S11612601149505,1053
S11612601149506,1024
S11612601149507,1120
S11612601149508,1068
S11612601149509,1092
S11612601149510,1092
S11612601149511,1082
S11612601149512,1130
S11612601149513,1049
S11612601149514,1069
S11612601149515,1036
S11612601149516,1117
S11612601149517,1111
S11612601149518,1064
S11612601149519,1040
S11612601149520,1095
S11612601149521,1085
S11612601149522,1079
S11612601149523,1100
S11612601149524,1092
S11612601149525,1076
S11612601149526,1092
S11612601149527,1123
S11612601149528,1079
S11612601149529,1113
S11612601149530,1062
S11612601149531,1089
S11612601149532,1062
S11612601149533,1110
S11612601149534,1105
S11612601149535,1063
S11612601149536,1071
S11612601149537,1071
S11612601149538,1114
S11612601149539,1105
S11612601149540,1137
S11612601149541,1123
S11612601149542,1139
S11612601149543,1098
S11612601149544,1132
S11612601149545,1137
S11612601149546,1136
S11612601149547,1087
S11612601149548,1076
S11612601149549,1074
S11612601149550,1094
S11612601149551,1070
S11612601149552,1104
S11612601149553,1074
S11612601149554,1095
S11612601149555,1080
S11612601149556,1093
S11612601149557,1053
S11612601149558,1125
S11612601149601,1105
S11612601149602,1091
S11612601149603,1129
S11612601149604,1109
S11612601149605,1091
S11612601149606,1110
S11612601149607,1121
S11612601149608,1066
S11612601149609,1102
S11612601149610,1104
S11612601149613,1106
S11612601149614,1154
S11612601149615,1153
S11612601149616,1118
S11612601149617,1079
S11612601149618,1031
S11612601149619,1111
S11612601149620,1100
S11612601149621,1110
S11612601149622,1122
S11612601149623,1128
S11612601149624,1141
S11612601149625,1080
S11612601149626,1073
S11612601149627,1149
S11612601149628,1087
S11612601149629,1126
S11612601149630,1137
S11612601149631,1154
S11612601149632,1107
S11612601149633,1077
S11612601149634,1119
S11612601149635,1105
S11612601149636,1130
S11612601149637,1109
S11612601149638,1121
S11612601149639,1131
S11612601149640,1124
S11612601149641,1103
S11612601149642,1116
S11612601149643,1135
S11612601149644,1132
S11612601149645,1073
S11612601149646,1141
S11612601149647,1143
S11612601149648,1131
S11612601149649,1102
S11612601149650,1152
S11612602149701,1090
S11612602149702,1105
S11612602149703,1064
S11612602149704,1080
S11612602149705,1070
S11612602149706,982
S11612602149707,990
S11612602149708,1008
S11612602149709,1067
S11612602149710,1056
S11612602149711,1083
S11612602149712,1072
S11612602149713,1075
S11612602149714,1073
S11612602149715,1091
S11612602149716,1004
S11612602149717,1058
S11612602149718,991
S11612602149719,975
S11612602149720,922
S11612602149721,963
S11612602149722,1090
S11612602149723,890
S11612602149724,1069
S11612602149725,1067
S11612602149726,1077
S11612602149727,1007
S11612602149728,1096
S11612602149729,1069
S11612602149730,1077
S11612602149731,1079
S11612602149732,1107
S11612602149733,1064
S11612602149734,1063
S11612602149735,1082
S11612602149736,1081
S11612602149737,1054
S11612602149738,1090
S11612602149739,1102
S11612602149740,1037
S11612602149741,1121
S11612602149742,1090
S11612602149743,1074
S11612602149744,1126
S11612602149745,1111
S11612602149746,1071
S11612602149747,1060
S11612602149748,1019
S11612602149749,1038
S11612602149750,1074
S11612602149751,964
S11612602149752,949
S11612602149753,1120
S11612602149754,1019
S11612602149801,1103
S11612602149802,1071
S11612602149803,1129
S11612602149804,1090
S11612602149805,1083
S11612602149806,1135
S11612602149807,1117
S11612602149808,1141
S11612602149809,1164
S11612602149810,1105
S11612602149811,772
S11612602149812,956
S11612602149813,1112
S11612602149814,1108
S11612602149815,1087
S11612602149816,1040
S11612602149817,1040
S11612602149818,1056
S11612602149819,1044
S11612602149820,1107
S11612602149821,1084
S11612602149822,1085
S11612602149823,874
S11612602149824,1089
S11612602149825,1103
S11612602149826,1055
S11612602149827,1073
S11612602149828,1106
S11612602149829,1079
S11612602149830,1123
S11612602149831,1046
S11612602149832,1125
S11612602149833,1055
S11612602149834,1109
S11612602149835,1081
S11612602149901,1118
S11612602149902,1136
S11612602149903,1141
S11612602149904,1083
S11612602149905,1021
S11612602149906,1106
S11612602149907,1138
S11612602149909,1105
S11612602149910,1101
S11612602149911,1062
S11612602149912,1142
S11612602149913,1096
S11612602149914,921
S11612602149915,1108
S11612602149916,1128
S11612602149917,1167
S11612602149918,1139
S11612602149919,1138
S11612602149920,1131
S11612602149921,1125
S11612602149922,1100
S11612602149923,1139
S11612602149924,1095
S11612602150002,1067
S11612602150003,1070
S11612602150004,1030
S11612602150005,1117
S11612602150006,1062
S11612602150007,1103
S11612602150008,1111
S11612602150009,1113
S11612602150010,1065
S11612602150011,1058
S11612602150012,991
S11612602150013,1121
S11612602150014,1102
S11612602150015,1091
S11612602150016,1085
S11612602150017,1062
S11612602150018,1047
S11612602150019,1075
S11612602150020,1054
S11612602150021,882
S11612602150023,1005
S11612602150025,1043
S11612602150026,677
S11612602150027,1044
S11612602150028,1043
S11612602150029,1049
S11612602150030,1075
S11612602150031,1051
S11612602150032,1052
S11612602150033,1054
S11612602150034,1084
S11612602150035,1035
S11612602150036,1036
S11612602150037,1067
S11612602150038,953
S11612602150039,988
S11612602150040,1040
S11612602150041,921
S11612602150042,957
S11612602150043,1057
S11612602150101,1084
S11612602150102,1057
S11612602150103,1068
S11612602150104,1006
S11612602150105,1080
S11612602150106,1064
S11612602150107,1098
S11612602150108,1096
S11612602150109,1013
S11612602150110,991
S11612602150111,1082
S11612602150112,1057
S11612602150113,1037
S11612602150115,1103
S11612602150116,1082
S11612602150117,1082
S11612602150118,1109
S11612602150120,1081
S11612602150121,1121
S11612602150122,1086
S11612602150123,1138
S11612602150124,1112
S11612602150126,1106
S11612602150128,1124
S11612602150129,1109
S11612602150130,1084
S11612602150131,1051
S11612602150132,1027
S11612602150301,1094
S11612602150302,1052
S11612602150303,1090
S11612602150304,1072
S11612602150305,1083
S11612602150306,1038
S11612602150308,1034
S11612602150309,1070
S11612602150310,1048
S11612602150311,1043
S11612602150312,1034
S11612602150313,1038
S11612602150314,1016
S11612602150315,1004
S11612602150316,1067
S11612602150317,1009
S11612602150318,1031
S11612602150320,1107
S11612602150321,1105
S11612602150322,1085
S11612602150323,1014
S11612602150324,1027
S11612602150325,1054
S11612602150326,1003
S11612602150327,1043
S11612602150328,1069
S11612602150330,1048
S11612602150331,1094
S11612602150333,1064
S11612602150334,1063
S11612602150335,1063
S11612602150336,1068
S11612602150337,913
S11612602150338,1078
S11612602150339,1111
S11612602150340,1065
S11612602150341,1072
S11612602150342,1103
S11612602150343,1025
S11612602150344,1060
S11612602150345,1078
S11612602159001,1099
S11612602159002,1098
S11612602159003,1126
S11612602159004,1101
S11612602159005,1112
S11612602159006,1112
S11612602159007,1116
S11612602159008,1103
S11612602159102,1039
S11612602159103,1050
S11612602159104,1119
S11612602159105,1062
S11612602159106,1058
S11612602159107,1077
S11612602159108,1063
S11612602159109,1031
S11612602159110,1006
S11612602159111,1070
S11612602159112,965
S11612602159113,1051
S11612602159114,1029
S11612602159115,1104
S11612602159116,1083
S11612602159117,1008
S11612602159118,1057
S11612602159119,1090
S11612602159120,1088
S11612602159121,1024
S11612602159122,1040
S11612602159123,1080
S11612602159124,1058
S11612602159125,1025
S11612602159126,1081
S11612602159127,1070
S11612602159128,1064
S11612602159129,1036
S11612602159130,1021
S11612602159131,1071
S11612602159132,1096
S11612602159133,1057
S11612602159134,1027
S11612602159135,1062
S11612602159136,983
S11612602159137,1061
S11612602159138,1052
S11612602159139,1099
S11612602159140,1048
S11612602159141,1104
S11612602159142,956
S11612602159143,1046
S11612602159144,1065
S11612602159145,928
S11612602159146,1074
S11612602159147,1037
S11612602159148,1046
S11612602159149,1075
S11612602159150,1058
S11612602159151,982
S11612602159152,1003
S11612602159153,1022
S11612602159154,NA
S11612701150401,806
S11612701150402,781
S11612701150403,803
S11612701150404,790
S11612701150405,787
S11612701150406,776
S11612701150407,725
S11612701150408,821
S11612701150409,784
S11612701150410,747
S11612701150411,768
S11612701150412,710
S11612701150413,669
S11612701150414,731
S11612701150415,753
S11612701150416,325
S11612701150417,786
S11612701150418,772
S11612701150419,748
S11612701150420,792
S11612701150421,535
S11612701150422,743
S11612701150423,725
S11612701150424,705
S11612701150425,680
S11612701150426,778
S11612701150427,801
S11612701150428,740
S11612701150429,808
S11612701150430,757
S11612701150432,741
S11612701150433,688
S11612701150434,820
S11612701150435,738
S11612701150436,643
S11612701150437,754
S11612701150438,804
S11612701150439,794
S11612701150440,763
S11612701150441,761
S11612701150501,926
S11612701150502,975
S11612701150503,877
S11612701150504,982
S11612701150505,963
S11612701150506,995
S11612701150507,981
S11612701150508,948
S11612701150509,963
S11612701150510,935
S11612701150511,982
S11612701150512,1001
S11612701150513,961
S11612701150514,989
S11612701150516,1022
S11612701150517,983
S11612701150518,976
S11612701150519,1040
S11612701150521,972
S11612701150522,1023
S11612701150523,902
S11612701150601,1015
S11612701150604,1031
S11612701150606,990
S11612701150607,871
S11612701150608,990
S11612701150609,965
S11612701150610,1037
S11612701150612,1087
S11612701150613,1004
S11612701150614,1000
S11612701150615,983
S11612701150616,1065
S11612701150617,974
S11612701150618,1007
S11612701150619,1128
S11612701150620,1081
S11612701150621,1093
S11612701150622,1042
S11612701150623,1064
S11612701150624,1083
S11612701150625,1089
S11612701150627,1080
S11612701150628,1043
S11612701150630,1081
S11612701150631,1059
S11612701150632,1074
S11612701150633,1099
S11612701159201,890
S11612701159301,1003
S11612701159302,1002
S11612701159303,1084
S11612701159304,1044
S11612701159305,1046
S11612701159306,1043
S11612701159307,1026
S11612701159308,993
S11612701159309,1029
S11612701159310,1010
S11612701159311,1020
S11612701159312,1048
S11612701159313,955
S11612701159314,1052
S11612701159315,1093
S11612701159316,1037
S11612701159318,1095
S11612701159401,944
S11612701159402,918
S11612701159403,964
S11612701159404,932
S11612701159405,907
S11612701159406,923
S11612701159407,1015
S11612701159408,904
S11612701159409,883
S11612701159410,985
S11612701159411,895
S11612701159412,883
S11612701159413,900
S11612701159414,974
S11612701159415,951
S11612701159416,943
S11612701159417,1009
S11612701159418,1010
S11612701159419,983
S11612701159420,1041
S11612701159421,975
S11612701159422,917
S11612701159423,915
S11612701159424,933
S11612701159425,880
S11612701159426,852
S11612701159427,947
S11612701159428,970
S11612701159429,796
S11612701159430,968
S11612701159431,923
S11612701159432,898
S11612701159501,1029
S11612701159502,976
S11612701159503,915
S11612701159504,969
S11612701159505,955
S11612701159506,1001
S11612701159507,969
S11612701159508,1006
S11612701159509,937
S11612701159510,999
S11612701159511,1029
S11612701159512,959
S11612701159513,952
S11612701159514,978
S11612701159515,923
S11612701159516,978
S11612701159517,974
S11612701159518,966
S11612701159519,947
S11612701159520,894
S11612701159521,1008
S11612701159522,955
S11612701159601,1075
S11612701159602,1059
S11612701159603,1025
S11612701159604,947
S11612701159605,1063
S11612701159606,1001
S11612701159607,1032
S11612701159608,948
S11612701159609,976
S11612701159610,1002
S11612701159611,1034
S11612701159612,1063
S11612701159613,1025
S11612701159614,1011
S11612701159615,943
S11612701159616,970
S11612701159617,1013
S11612701159618,1007
S11612701159619,1036
S11612701159620,1042
S11612701159621,952
S11612701159701,1039
S11612701159702,1040
S11612701159703,1043
S11612701159704,1081
S11612701159705,1049
S11612701159706,1049
S11612701159707,1079
S11612701159708,1005
S11612701159709,1033
S11612701159710,1034
S11612701159711,1025
S11612701159712,863
S11612701159713,1065
S11612701159714,989
S11612701159715,1086
S11612701159716,1019
S11612701159717,1006
S11612701159718,1051
S11612701159719,1035
S11612701159720,1018
S11612701159721,1013
S11612701159722,1047
S11612701159723,1023
S11612701159724,1049
S11612701159725,1017
S11612701159726,1008
S11612701159727,1038
S11612701159728,1013
S11612701159729,1033
S11612701159730,1051
S11612701159732,1017
S11612701159733,1024
S11612702150901,906
S11612702150902,914
S11612702150903,874
S11612702150904,898
S11612702150905,887
S11612702150906,1007
S11612702150907,934
S11612702150908,893
S11612702150909,906
S11612702150910,855
S11612702150911,848
S11612702150912,912
S11612702150913,923
S11612702150914,922
S11612702150915,868
S11612702150916,931
S11612702150917,832
S11612702150918,912
S11612702150919,1001
S11612702150920,957
S11612702150921,897
S11612702150922,937
S11612702150923,931
S11612702150924,1021
S11612702150925,926
S11612702150926,1023
S11612702150927,959
S11612702150929,857
S11612702150930,884
S11612702150931,727
S11612702150932,731
S11612702150933,810
S11612702150934,745
S11612702150935,654
S11612702150936,577
S11612702151001,885
S11612702151002,1012
S11612702151003,901
S11612702151004,889
S11612702151005,1007
S11612702151006,973
S11612702151007,948
S11612702151008,879
S11612702151009,996
S11612702151010,928
S11612702151011,964
S11612702151012,1023
S11612702151013,1000
S11612702151014,1045
S11612702151015,997
S11612702151016,875
S11612702151017,872
S11612702151018,974
S11612702151019,956
S11612702151020,971
S11612702151021,958
S11612702151022,1017
S11612702151024,1041
S11612702151026,927
S11612702151027,919
S11612702151028,1032
S11612702151029,1062
S11612702151030,1000
S11612702151031,860
S11612702151032,933
S11612702151033,877
S11612702151034,868
S11612702151035,941
S11612702151036,879
S11612702151037,937
S11612702151038,1056
S11612702151039,1074
S11612702151040,971
S11612702151041,1038
S11612702151042,1051
S11612702151043,1110
S11612702151044,1061
S11612702151045,1060
S11612702151046,967
S11612702151047,1058
S11612702151048,1086
S11612702151049,1063
S11612702151101,701
S11612702151103,709
S11612702151104,818
S11612702151105,871
S11612702151106,717
S11612702151107,777
S11612702151108,760
S11612702151109,882
S11612702151110,822
S11612702151111,813
S11612702151112,808
S11612702151113,716
S11612702151114,711
S11612702151115,716
S11612702151116,666
S11612702151117,672
S11612702151118,693
S11612702151119,743
S11612702151120,868
S11612702151121,772
S11612702151122,707
S11612702151123,652
S11612702151124,775
S11612702151125,696
S11612702151126,688
S11612702151127,672
S11612702151128,659
S11612702151129,727
S11612702151130,667
S11612702151131,617
S11612702151132,690
S11612702151133,808
S11612702151134,776
S11612702151135,685
S11612702151136,786
S11612702151137,944
S11612702151138,990
S11612702151139,854
S11612702151140,888
S11612702151141,837
S11612702151142,622
S11612702151143,887
S11612702151144,856
S11612702151145,760
S11612702151146,782
S11612702151147,710
S11612702151148,760
S11612702151149,795
S11612702151150,808
S11612702151151,814
S11612702151152,694
S11612702151153,878
S11612702151154,800
S11612702151155,793
S11612702151156,879
S11612702151201,739
S11612702151202,791
S11612702151203,914
S11612702151204,853
S11612702151205,975
S11612702151206,847
S11612702151207,925
S11612702151208,874
S11612702151209,838
S11612702151210,800
S11612702151211,781
S11612702151212,842
S11612702151213,836
S11612702151214,888
S11612702151215,889
S11612702151216,745
S11612702151217,891
S11612702151218,898
S11612702151219,894
S11612702151220,856
S11612702151221,940
S11612702151222,912
S11612702151223,965
S11612702151224,799
S11612702151225,824
S11612702151226,833
S11612702151227,828
S11612702151228,782
S11612702151229,857
S11612702151230,858
S11612702151231,883
S11612702151232,843
S11612702151233,709
S11612702151234,734
S11612702151235,823
S11612702151236,760
S11612702151237,873
S11612702151301,738
S11612702151302,847
S11612702151303,853
S11612702151304,820
S11612702151305,848
S11612702151306,823
S11612702151307,735
S11612702151308,841
S11612702151309,816
S11612702151310,805
S11612702151311,819
S11612702151312,842
S11612702151313,796
S11612702151314,847
S11612702151315,804
S11612702151316,751
S11612702151317,722
S11612702151318,899
S11612702151319,838
S11612702151320,832
S11612702151321,877
S11612702151322,703
S11612702151323,753
S11612702151324,636
S11612702151325,836
S11612702151326,871
S11612702151327,870
S11612702151328,909
S11612702151329,858
S11612702151330,860
