Scotland,p2011
S00118541,87
S00118542,77
S00118543,105
S00118544,63
S00118545,74
S00118546,131
S00118547,66
S00118548,92
S00118549,132
S00118550,55
S00118551,67
S00118552,77
S00118553,183
S00118554,130
S00118555,107
S00118556,108
S00118557,101
S00118558,90
S00118559,118
S00118560,102
S00118561,181
S00118562,120
S00118563,190
S00118564,86
S00118565,78
S00118566,85
S00118567,93
S00118568,97
S00118569,179
S00118570,50
S00118571,125
S00118572,107
S00118573,54
S00118574,59
S00118575,110
S00118576,118
S00118577,63
S00118578,59
S00118579,132
S00118580,109
S00118581,95
S00118582,102
S00118583,123
S00118584,101
S00118585,124
S00118586,60
S00118587,107
S00118588,84
S00118589,74
S00118590,65
S00118591,71
S00118592,57
S00118593,115
S00118594,96
S00118595,59
S00118596,132
S00118597,119
S00118598,142
S00118599,143
S00118600,110
S00118601,128
S00118602,144
S00118603,98
S00118604,86
S00118605,224
S00118606,85
S00118607,96
S00118608,61
S00118609,126
S00118610,56
S00118611,116
S00118612,180
S00118613,113
S00118614,104
S00118615,186
S00118616,157
S00118617,178
S00118618,138
S00118619,115
S00118620,120
S00118621,195
S00118622,161
S00118623,126
S00118624,141
S00118625,127
S00118626,169
S00118627,172
S00118628,117
S00118629,166
S00118630,157
S00118631,191
S00118632,79
S00118633,131
S00118634,137
S00118635,160
S00118636,128
S00118637,81
S00118638,90
S00118639,120
S00118640,134
S00118641,143
S00118642,75
S00118643,133
S00118644,74
S00118645,126
S00118646,167
S00118647,108
S00118648,59
S00118649,140
S00118650,174
S00118651,89
S00118652,108
S00118653,105
S00118654,84
S00118655,112
S00118656,145
S00118657,106
S00118658,127
S00118659,65
S00118660,100
S00118661,190
S00118662,122
S00118663,106
S00118664,117
S00118665,105
S00118666,97
S00118667,121
S00118668,215
S00118669,97
S00118670,142
S00118671,75
S00118672,92
S00118673,153
S00118674,107
S00118675,158
S00118676,148
S00118677,159
S00118678,55
S00118679,163
S00118680,61
S00118681,125
S00118682,85
S00118683,85
S00118684,110
S00118685,117
S00118686,98
S00118687,151
S00118688,114
S00118689,166
S00118690,169
S00118691,170
S00118692,122
S00118693,112
S00118694,113
S00118695,131
S00118696,101
S00118697,70
S00118698,178
S00118699,125
S00118700,178
S00118701,89
S00118702,89
S00118703,105
S00118704,122
S00118705,124
S00118706,107
S00118707,110
S00118708,59
S00118709,85
S00118710,110
S00118711,66
S00118712,72
S00118713,132
S00118714,100
S00118715,107
S00118716,119
S00118717,76
S00118718,105
S00118719,123
S00118720,138
S00118721,87
S00118722,83
S00118723,127
S00118724,94
S00118725,72
S00118726,102
S00118727,92
S00118728,146
S00118729,140
S00118730,119
S00118731,89
S00118732,106
S00118733,96
S00118734,57
S00118735,109
S00118736,155
S00118737,108
S00118738,125
S00118739,141
S00118740,162
S00118741,69
S00118742,101
S00118743,91
S00118744,135
S00118745,146
S00118746,139
S00118747,93
S00118748,157
S00118749,160
S00118750,147
S00118751,126
S00118752,114
S00118753,180
S00118754,110
S00118755,85
S00118756,127
S00118757,200
S00118758,168
S00118759,171
S00118760,138
S00118761,116
S00118762,157
S00118763,162
S00118764,77
S00118765,96
S00118766,89
S00118767,107
S00118768,54
S00118769,119
S00118770,107
S00118771,102
S00118772,99
S00118773,150
S00118774,61
S00118775,140
S00118776,128
S00118777,91
S00118778,199
S00118779,75
S00118780,154
S00118781,94
S00118782,162
S00118783,146
S00118784,156
S00118785,167
S00118786,163
S00118787,200
S00118788,118
S00118789,98
S00118790,187
S00118791,196
S00118792,108
S00118793,59
S00118794,159
S00118795,129
S00118796,134
S00118797,114
S00118798,136
S00118799,114
S00118800,149
S00118801,128
S00118802,102
S00118803,135
S00118804,176
S00118805,150
S00118806,89
S00118807,92
S00118808,113
S00118809,121
S00118810,135
S00118811,186
S00118812,134
S00118813,128
S00118814,142
S00118815,121
S00118816,147
S00118817,146
S00118818,143
S00118819,135
S00118820,138
S00118821,144
S00118822,133
S00118823,122
S00118824,163
S00118825,61
S00118826,115
S00118827,122
S00118828,179
S00118829,91
S00118830,160
S00118831,101
S00118832,153
S00118833,94
S00118834,105
S00118835,129
S00118836,122
S00118837,141
S00118838,106
S00118839,86
S00118840,96
S00118841,136
S00118842,182
S00118843,118
S00118844,230
S00118845,115
S00118846,188
S00118847,138
S00118848,98
S00118849,108
S00118850,74
S00118851,101
S00118852,94
S00118853,76
S00118854,90
S00118855,97
S00118856,111
S00118857,146
S00118858,117
S00118859,95
S00118860,118
S00118861,136
S00118862,93
S00118863,112
S00118864,155
S00118865,123
S00118866,87
S00118867,107
S00118868,158
S00118869,95
S00118870,164
S00118871,76
S00118872,144
S00118873,99
S00118874,128
S00118875,138
S00118876,79
S00118877,59
S00118878,88
S00118879,97
S00118880,136
S00118881,105
S00118882,166
S00118883,107
S00118884,123
S00118885,107
S00118886,131
S00118887,89
S00118888,129
S00118889,84
S00118890,85
S00118891,112
S00118892,56
S00118893,52
S00118894,93
S00118895,112
S00118896,110
S00118897,104
S00118898,80
S00118899,113
S00118900,179
S00118901,76
S00118902,147
S00118903,118
S00118904,118
S00118905,157
S00118906,133
S00118907,120
S00118908,140
S00118909,68
S00118910,122
S00118911,120
S00118912,128
S00118913,139
S00118914,63
S00118915,178
S00118916,125
S00118917,107
S00118918,80
S00118919,75
S00118920,142
S00118921,87
S00118922,103
S00118923,146
S00118924,112
S00118925,96
S00118926,85
S00118927,115
S00118928,96
S00118929,135
S00118930,110
S00118931,176
S00118932,143
S00118933,77
S00118934,135
S00118935,124
S00118936,122
S00118937,91
S00118938,104
S00118939,110
S00118940,144
S00118941,149
S00118942,184
S00118943,80
S00118944,153
S00118945,92
S00118946,93
S00118947,63
S00118948,113
S00118949,98
S00118950,77
S00118951,91
S00118952,114
S00118953,116
S00118954,140
S00118955,156
S00118956,145
S00118957,161
S00118958,111
S00118959,108
S00118960,122
S00118961,106
S00118962,78
S00118963,113
S00118964,118
S00118965,122
S00118966,140
S00118967,108
S00118968,83
S00118969,91
S00118970,85
S00118971,54
S00118972,99
S00118973,136
S00118974,107
S00118975,126
S00118976,124
S00118977,122
S00118978,106
S00118979,88
S00118980,112
S00118981,111
S00118982,147
S00118983,126
S00118984,89
S00118985,150
S00118986,115
S00118987,97
S00118988,93
S00118989,124
S00118990,159
S00118991,126
S00118992,102
S00118993,103
S00118994,61
S00118995,103
S00118996,75
S00118997,87
S00118998,148
S00118999,86
S00119000,125
S00119001,165
S00119002,126
S00119003,104
S00119004,117
S00119005,175
S00119006,102
S00119007,109
S00119008,108
S00119009,89
S00119010,67
S00119011,79
S00119012,113
S00119013,92
S00119014,95
S00119015,86
S00119016,84
S00119017,116
S00119018,90
S00119019,105
S00119020,94
S00119021,66
S00119022,54
S00119023,121
S00119024,105
S00119025,70
S00119026,67
S00119027,78
S00119028,81
S00119029,66
S00119030,75
S00119031,96
S00119032,96
S00119033,149
S00119034,80
S00119035,121
S00119036,150
S00119037,95
S00119038,76
S00119039,90
S00119040,75
S00119041,52
S00119042,92
S00119043,89
S00119044,115
S00119045,50
S00119046,103
S00119047,60
S00119048,106
S00119049,60
S00119050,171
S00119051,155
S00119052,66
S00119053,190
S00119054,105
S00119055,64
S00119056,50
S00119057,110
S00119058,122
S00119059,122
S00119060,88
S00119061,126
S00119062,182
S00119063,148
S00119064,127
S00119065,91
S00119066,150
S00119067,148
S00119068,208
S00119069,150
S00119070,123
S00119071,56
S00119072,63
S00119073,81
S00119074,84
S00119075,51
S00119076,108
S00119077,94
S00119078,158
S00119079,167
S00119080,183
S00119081,86
S00119082,105
S00119083,195
S00119084,187
S00119085,93
S00119086,200
S00119087,228
S00119088,80
S00119089,148
S00119090,86
S00119091,130
S00119092,108
S00119093,96
S00119094,76
S00119095,77
S00119096,131
S00119097,55
S00119098,67
S00119099,152
S00119100,165
S00119101,92
S00119102,109
S00119103,167
S00119104,110
S00119105,82
S00119106,106
S00119107,65
S00119108,101
S00119109,107
S00119110,125
S00119111,204
S00119112,113
S00119113,85
S00119114,82
S00119115,117
S00119116,58
S00119117,150
S00119118,65
S00119119,121
S00119120,107
S00119121,106
S00119122,149
S00119123,123
S00119124,161
S00119125,134
S00119126,128
S00119127,121
S00119128,69
S00119129,103
S00119130,135
S00119131,110
S00119132,125
S00119133,84
S00119134,85
S00119135,73
S00119136,80
S00119137,105
S00119138,92
S00119139,71
S00119140,61
S00119141,71
S00119142,120
S00119143,143
S00119144,137
S00119145,88
S00119146,71
S00119147,116
S00119148,63
S00119149,130
S00119150,136
S00119151,61
S00119152,113
S00119153,105
S00119154,128
S00119155,113
S00119156,226
S00119157,128
S00119158,108
S00119159,153
S00119160,93
S00119161,98
S00119162,103
S00119163,83
S00119164,64
S00119165,126
S00119166,137
S00119167,120
S00119168,175
S00119169,110
S00119170,89
S00119171,111
S00119172,78
S00119173,131
S00119174,113
S00119175,76
S00119176,59
S00119177,109
S00119178,55
S00119179,192
S00119180,131
S00119181,109
S00119182,74
S00119183,124
S00119184,126
S00119185,149
S00119186,109
S00119187,58
S00119188,52
S00119189,140
S00119190,92
S00119191,103
S00119192,90
S00119193,66
S00119194,113
S00119195,97
S00119196,84
S00119197,108
S00119198,86
S00119199,118
S00119200,68
S00119201,79
S00119202,75
S00119203,70
S00119204,138
S00119205,89
S00119206,87
S00119207,133
S00119208,112
S00119209,107
S00119210,69
S00119211,53
S00119212,69
S00119213,149
S00119214,66
S00119215,168
S00119216,65
S00119217,145
S00119218,198
S00119219,116
S00119220,83
S00119221,93
S00119222,117
S00119223,61
S00119224,129
S00119225,91
S00119226,62
S00119227,91
S00119228,59
S00119229,91
S00119230,72
S00119231,156
S00119232,82
S00119233,155
S00119234,51
S00119235,132
S00119236,66
S00119237,124
S00119238,86
S00119239,81
S00119240,124
S00119241,196
S00119242,95
S00119243,146
S00119244,56
S00119245,115
S00119246,92
S00119247,140
S00119248,99
S00119249,99
S00119250,106
S00119251,153
S00119252,122
S00119253,63
S00119254,187
S00119255,113
S00119256,67
S00119257,163
S00119258,82
S00119259,139
S00119260,102
S00119261,110
S00119262,162
S00119263,128
S00119264,121
S00119265,165
S00119266,71
S00119267,92
S00119268,138
S00119269,108
S00119270,93
S00119271,145
S00119272,179
S00119273,117
S00119274,155
S00119275,100
S00119276,74
S00119277,136
S00119278,97
S00119279,134
S00119280,201
S00119281,65
S00119282,57
S00119283,175
S00119284,165
S00119285,179
S00119286,61
S00119287,96
S00119288,102
S00119289,132
S00119290,85
S00119291,136
S00119292,127
S00119293,131
S00119294,114
S00119295,200
S00119296,140
S00119297,145
S00119298,70
S00119299,144
S00119300,210
S00119301,55
S00119302,58
S00119303,97
S00119304,156
S00119305,140
S00119306,73
S00119307,130
S00119308,66
S00119309,102
S00119310,150
S00119311,55
S00119312,61
S00119313,139
S00119314,93
S00119315,76
S00119316,137
S00119317,77
S00119318,86
S00119319,178
S00119320,95
S00119321,153
S00119322,108
S00119323,73
S00119324,132
S00119325,170
S00119326,124
S00119327,99
S00119328,90
S00119329,184
S00119330,60
S00119331,77
S00119332,183
S00119333,120
S00119334,154
S00119335,103
S00119336,154
S00119337,168
S00119338,66
S00119339,108
S00119340,169
S00119341,107
S00119342,162
S00119343,119
S00119344,183
S00119345,131
S00119346,77
S00119347,120
S00119348,180
S00119349,182
S00119350,73
S00119351,114
S00119352,166
S00119353,125
S00119354,136
S00119355,187
S00119356,152
S00119357,126
S00119358,93
S00119359,117
S00119360,73
S00119361,116
S00119362,115
S00119363,145
S00119364,75
S00119365,105
S00119366,145
S00119367,128
S00119368,121
S00119369,138
S00119370,95
S00119371,139
S00119372,88
S00119373,61
S00119374,173
S00119375,82
S00119376,124
S00119377,88
S00119378,87
S00119379,93
S00119380,105
S00119381,91
S00119382,86
S00119383,76
S00119384,107
S00119385,116
S00119386,106
S00119387,136
S00119388,68
S00119389,156
S00119390,85
S00119391,89
S00119392,131
S00119393,62
S00119394,59
S00119395,119
S00119396,74
S00119397,112
S00119398,124
S00119399,95
S00119400,80
S00119401,147
S00119402,107
S00119403,71
S00119404,288
S00119405,181
S00119406,111
S00119407,77
S00119408,69
S00119409,130
S00119410,63
S00119411,159
S00119412,160
S00119413,118
S00119414,85
S00119415,174
S00119416,104
S00119417,112
S00119418,67
S00119419,105
S00119420,109
S00119421,59
S00119422,123
S00119423,194
S00119424,111
S00119425,119
S00119426,108
S00119427,104
S00119428,68
S00119429,89
S00119430,62
S00119431,61
S00119432,59
S00119433,96
S00119434,152
S00119435,75
S00119436,64
S00119437,75
S00119438,118
S00119439,78
S00119440,143
S00119441,223
S00119442,159
S00119443,175
S00119444,88
S00119445,140
S00119446,177
S00119447,82
S00119448,126
S00119449,93
S00119450,122
S00119451,63
S00119452,105
S00119453,133
S00119454,153
S00119455,159
S00119456,66
S00119457,121
S00119458,128
S00119459,90
S00119460,118
S00119461,91
S00119462,97
S00119463,114
S00119464,109
S00119465,81
S00119466,148
S00119467,53
S00119468,134
S00119469,100
S00119470,121
S00119471,134
S00119472,79
S00119473,101
S00119474,113
S00119475,109
S00119476,69
S00119477,73
S00119478,114
S00119479,75
S00119480,180
S00119481,78
S00119482,140
S00119483,104
S00119484,64
S00119485,114
S00119486,79
S00119487,81
S00119488,96
S00119489,247
S00119490,143
S00119491,83
S00119492,132
S00119493,153
S00119494,130
S00119495,60
S00119496,85
S00119497,135
S00119498,95
S00119499,185
S00119500,66
S00119501,108
S00119502,113
S00119503,118
S00119504,136
S00119505,118
S00119506,76
S00119507,69
S00119508,197
S00119509,105
S00119510,127
S00119511,127
S00119512,101
S00119513,72
S00119514,87
S00119515,107
S00119516,154
S00119517,81
S00119518,190
S00119519,146
S00119520,106
S00119521,134
S00119522,79
S00119523,130
S00119524,99
S00119525,104
S00119526,122
S00119527,59
S00119528,129
S00119529,163
S00119530,96
S00119531,128
S00119532,80
S00119533,124
S00119534,96
S00119535,95
S00119536,108
S00119537,100
S00119538,132
S00119539,129
S00119540,73
S00119541,161
S00119542,73
S00119543,111
S00119544,123
S00119545,78
S00119546,127
S00119547,57
S00119548,148
S00119549,105
S00119550,61
S00119551,61
S00119552,149
S00119553,105
S00119554,88
S00119555,228
S00119556,113
S00119557,170
S00119558,133
S00119559,75
S00119560,130
S00119561,98
S00119562,72
S00119563,113
S00119564,144
S00119565,143
S00119566,86
S00119567,103
S00119568,89
S00119569,95
S00119570,141
S00119571,66
S00119572,136
S00119573,68
S00119574,135
S00119575,136
S00119576,173
S00119577,59
S00119578,109
S00119579,86
S00119580,138
S00119581,154
S00119582,127
S00119583,79
S00119584,159
S00119585,52
S00119586,180
S00119587,116
S00119588,75
S00119589,80
S00119590,84
S00119591,130
S00119592,185
S00119593,162
S00119594,77
S00119595,145
S00119596,191
S00119597,160
S00119598,134
S00119599,135
S00119600,223
S00119601,65
S00119602,69
S00119603,99
S00119604,138
S00119605,56
S00119606,140
S00119607,110
S00119608,146
S00119609,228
S00119610,90
S00119611,132
S00119612,148
S00119613,99
S00119614,199
S00119615,158
S00119616,59
S00119617,95
S00119618,143
S00119619,137
S00119620,91
S00119621,144
S00119622,113
S00119623,128
S00119624,97
S00119625,150
S00119626,112
S00119627,115
S00119628,150
S00119629,87
S00119630,69
S00119631,103
S00119632,71
S00119633,191
S00119634,101
S00119635,97
S00119636,188
S00119637,138
S00119638,74
S00119639,186
S00119640,172
S00119641,65
S00119642,84
S00119643,57
S00119644,102
S00119645,257
S00119646,61
S00119647,175
S00119648,53
S00119649,249
S00119650,137
S00119651,101
S00119652,64
S00119653,85
S00119654,109
S00119655,92
S00119656,205
S00119657,127
S00119658,160
S00119659,207
S00119660,133
S00119661,172
S00119662,124
S00119663,123
S00119664,154
S00119665,167
S00119666,113
S00119667,59
S00119668,81
S00119669,194
S00119670,139
S00119671,55
S00119672,95
S00119673,148
S00119674,137
S00119675,99
S00119676,163
S00119677,82
S00119678,161
S00119679,62
S00119680,83
S00119681,155
S00119682,93
S00119683,86
S00119684,116
S00119685,160
S00119686,119
S00119687,69
S00119688,101
S00119689,62
S00119690,52
S00119691,143
S00119692,185
S00119693,131
S00119694,68
S00119695,92
S00119696,121
S00119697,148
S00119698,66
S00119699,139
S00119700,127
S00119701,91
S00119702,173
S00119703,178
S00119704,94
S00119705,145
S00119706,103
S00119707,138
S00119708,143
S00119709,151
S00119710,102
S00119711,132
S00119712,127
S00119713,104
S00119714,160
S00119715,110
S00119716,102
S00119717,103
S00119718,92
S00119719,100
S00119720,106
S00119721,119
S00119722,110
S00119723,79
S00119724,115
S00119725,82
S00119726,70
S00119727,122
S00119728,92
S00119729,83
S00119730,90
S00119731,64
S00119732,79
S00119733,76
S00119734,68
S00119735,152
S00119736,118
S00119737,117
S00119738,117
S00119739,117
S00119740,141
S00119741,94
S00119742,50
S00119743,66
S00119744,106
S00119745,99
S00119746,111
S00119747,98
S00119748,114
S00119749,52
S00119750,60
S00119751,141
S00119752,115
S00119753,100
S00119754,84
S00119755,113
S00119756,118
S00119757,77
S00119758,106
S00119759,142
S00119760,170
S00119761,171
S00119762,204
S00119763,135
S00119764,119
S00119765,114
S00119766,152
S00119767,147
S00119768,107
S00119769,81
S00119770,79
S00119771,83
S00119772,62
S00119773,103
S00119774,95
S00119775,140
S00119776,69
S00119777,57
S00119778,71
S00119779,101
S00119780,113
S00119781,118
S00119782,108
S00119783,82
S00119784,71
S00119785,103
S00119786,100
S00119787,81
S00119788,71
S00119789,77
S00119790,181
S00119791,116
S00119792,119
S00119793,146
S00119794,114
S00119795,98
S00119796,96
S00119797,160
S00119798,157
S00119799,115
S00119800,130
S00119801,75
S00119802,109
S00119803,98
S00119804,62
S00119805,64
S00119806,86
S00119807,123
S00119808,134
S00119809,132
S00119810,93
S00119811,98
S00119812,82
S00119813,80
S00119814,108
S00119815,168
S00119816,165
S00119817,155
S00119818,123
S00119819,91
S00119820,100
S00119821,145
S00119822,140
S00119823,71
S00119824,108
S00119825,66
S00119826,80
S00119827,109
S00119828,96
S00119829,96
S00119830,84
S00119831,155
S00119832,105
S00119833,90
S00119834,80
S00119835,128
S00119836,130
S00119837,117
S00119838,87
S00119839,105
S00119840,93
S00119841,66
S00119842,59
S00119843,81
S00119844,63
S00119845,107
S00119846,88
S00119847,95
S00119848,90
S00119849,60
S00119850,74
S00119851,109
S00119852,74
