Scotland,p2011
S00116543,79
S00116544,95
S00116545,78
S00116546,78
S00116547,97
S00116548,104
S00116549,97
S00116550,92
S00116551,77
S00116552,88
S00116553,79
S00116554,69
S00116555,86
S00116556,115
S00116557,107
S00116558,84
S00116559,218
S00116560,60
S00116561,73
S00116562,71
S00116563,66
S00116564,77
S00116565,77
S00116566,65
S00116567,60
S00116568,101
S00116569,86
S00116570,111
S00116571,141
S00116572,74
S00116573,106
S00116574,106
S00116575,89
S00116576,89
S00116577,76
S00116578,86
S00116579,63
S00116580,98
S00116581,88
S00116582,125
S00116583,115
S00116584,92
S00116585,56
S00116586,96
S00116587,85
S00116588,96
S00116589,86
S00116590,94
S00116591,129
S00116592,108
S00116593,152
S00116594,87
S00116595,125
S00116596,144
S00116597,134
S00116598,80
S00116599,124
S00116600,106
S00116601,124
S00116602,147
S00116603,106
S00116604,121
S00116605,91
S00116606,100
S00116607,114
S00116608,82
S00116609,90
S00116610,71
S00116611,145
S00116612,121
S00116613,89
S00116614,87
S00116615,92
S00116616,81
S00116617,135
S00116618,86
S00116619,82
S00116620,119
S00116621,72
S00116622,88
S00116623,73
S00116624,82
S00116625,83
S00116626,477
S00116627,134
S00116628,90
S00116629,152
S00116630,290
S00116631,126
S00116632,432
S00116633,168
S00116634,115
S00116635,148
S00116636,124
S00116637,95
S00116638,134
S00116639,93
S00116640,60
S00116641,68
S00116642,71
S00116643,134
S00116644,92
S00116645,87
S00116646,146
S00116647,67
S00116648,110
S00116649,81
S00116650,72
S00116651,"1,748"
S00116652,104
S00116653,102
S00116654,117
S00116655,87
S00116656,103
S00116657,111
S00116658,104
S00116659,122
S00116660,128
S00116661,134
S00116662,106
S00116663,85
S00116664,101
S00116665,92
S00116666,92
S00116667,50
S00116668,107
S00116669,126
S00116670,89
S00116671,92
S00116672,82
S00116673,86
S00116674,149
S00116675,144
S00116676,94
S00116677,118
S00116678,157
S00116679,202
S00116680,81
S00116681,137
S00116682,88
S00116683,95
S00116684,142
S00116685,126
S00116686,103
S00116687,266
S00116688,70
S00116689,117
S00116690,102
S00116691,286
S00116692,78
S00116693,71
S00116694,74
S00116695,69
S00116696,85
S00116697,121
S00116698,112
S00116699,60
S00116700,124
S00116701,129
S00116702,105
S00116703,108
S00116704,68
S00116705,143
S00116706,109
S00116707,119
S00116708,68
S00116709,123
S00116710,82
S00116711,112
S00116712,105
S00116713,139
S00116714,126
S00116715,75
S00116716,110
S00116717,84
S00116718,90
S00116719,163
S00116720,115
S00116721,79
S00116722,64
S00116723,79
S00116724,108
S00116725,78
S00116726,108
S00116727,91
S00116728,80
S00116729,143
S00116730,116
S00116731,87
S00116732,108
S00116733,124
S00116734,68
S00116735,140
S00116736,80
S00116737,97
S00116738,104
S00116739,86
S00116740,93
S00116741,138
S00116742,118
S00116743,83
S00116744,78
S00116745,114
S00116746,67
S00116747,139
S00116748,53
S00116749,86
S00116750,123
S00116751,94
S00116752,65
S00116753,53
S00116754,191
S00116755,65
S00116756,122
S00116757,123
S00116758,81
S00116759,129
S00116760,118
S00116761,74
S00116762,97
S00116763,61
S00116764,85
S00116765,87
S00116766,91
S00116767,186
S00116768,74
S00116769,65
S00116770,79
S00116771,105
S00116772,90
S00116773,161
S00116774,118
S00116775,65
S00116776,91
S00116777,61
S00116778,683
S00116779,96
S00116780,73
S00116781,105
S00116782,125
S00116783,63
S00116784,112
S00116785,87
S00116786,108
S00116787,71
S00116788,83
S00116789,185
S00116790,229
S00116791,157
S00116792,167
S00116793,106
S00116794,104
S00116795,99
S00116796,72
S00116797,104
S00116798,116
S00116799,52
S00116800,54
S00116801,87
S00116802,86
S00116803,97
S00116804,127
S00116805,166
S00116806,137
S00116807,126
S00116808,57
S00116809,95
S00116810,113
S00116811,72
S00116812,79
S00116813,106
S00116814,72
S00116815,106
S00116816,93
S00116817,78
S00116818,63
S00116819,61
S00116820,137
S00116821,63
S00116822,86
S00116823,128
S00116824,114
S00116825,77
S00116826,55
S00116827,136
S00116828,74
S00116829,64
S00116830,74
S00116831,72
S00116832,75
S00116833,73
S00116834,81
S00116835,71
S00116836,76
S00116837,78
S00116838,76
S00116839,87
S00116840,98
S00116841,62
S00116842,111
S00116843,77
S00116844,82
S00116845,115
S00116846,90
S00116847,116
S00116848,162
S00116849,126
S00116850,65
S00116851,94
S00116852,72
S00116853,97
S00116854,98
S00116855,275
S00116856,112
S00116857,195
S00116858,118
S00116859,130
S00116860,116
S00116861,80
S00116862,210
S00116863,57
S00116864,161
S00116865,164
S00116866,144
S00116867,127
S00116868,76
S00116869,88
S00116870,104
S00116871,95
S00116872,89
S00116873,92
S00116874,138
S00116875,137
S00116876,131
S00116877,74
S00116878,79
S00116879,101
S00116880,89
S00116881,117
S00116882,108
S00116883,55
S00116884,91
S00116885,102
S00116886,109
S00116887,76
S00116888,93
S00116889,106
S00116890,51
S00116891,152
S00116892,93
S00116893,74
S00116894,120
S00116895,96
S00116896,69
S00116897,62
S00116898,62
S00116899,211
S00116900,129
S00116901,111
S00116902,70
S00116903,67
S00116904,57
S00116905,142
S00116906,153
S00116907,114
S00116908,62
S00116909,143
S00116910,71
S00116911,116
S00116912,83
S00116913,72
S00116914,120
S00116915,88
S00116916,85
S00116917,143
S00116918,99
S00116919,81
S00116920,86
S00116921,124
S00116922,151
S00116923,67
S00116924,107
S00116925,134
S00116926,66
S00116927,100
S00116928,95
S00116929,63
S00116930,94
S00116931,86
S00116932,84
S00116933,69
S00116934,131
S00116935,95
S00116936,114
S00116937,150
S00116938,89
S00116939,150
S00116940,211
S00116941,153
S00116942,64
S00116943,94
S00116944,98
S00116945,121
S00116946,96
S00116947,106
S00116948,77
S00116949,141
S00116950,54
S00116951,120
S00116952,138
S00116953,60
S00116954,97
S00116955,64
S00116956,60
S00116957,50
S00116958,56
S00116959,51
S00116960,53
S00116961,50
S00116962,61
S00116963,106
S00116964,62
S00116965,100
S00116966,57
S00116967,85
S00116968,86
S00116969,59
S00116970,133
S00116971,128
S00116972,294
S00116973,202
S00116974,103
S00116975,51
S00116976,104
S00116977,93
S00116978,74
S00116979,121
S00116980,176
S00116981,66
S00116982,97
S00116983,69
S00116984,99
S00116985,100
S00116986,127
S00116987,101
S00116988,88
S00116989,106
S00116990,83
S00116991,65
S00116992,134
S00116993,82
S00116994,63
S00116995,104
S00116996,180
S00116997,98
S00116998,108
S00116999,140
S00117000,83
S00117001,136
S00117002,70
S00117003,135
S00117004,132
S00117005,104
S00117006,83
S00117007,109
S00117008,86
S00117009,68
S00117010,105
S00117011,87
S00117012,136
S00117013,90
S00117014,155
S00117015,118
S00117016,91
S00117017,110
S00117018,79
S00117019,115
S00117020,84
S00117021,122
S00117022,61
S00117023,113
S00117024,62
S00117025,71
S00117026,59
S00117027,146
S00117028,109
S00117029,110
S00117030,74
S00117031,60
S00117032,106
S00117033,65
S00117034,145
S00117035,81
S00117036,104
S00117037,67
S00117038,202
S00117039,129
S00117040,107
S00117041,213
S00117042,151
S00117043,144
S00117044,161
S00117045,131
S00117046,113
S00117047,130
S00117048,69
S00117049,76
S00117050,119
S00117051,83
S00117052,75
S00117053,124
S00117054,99
S00117055,166
S00117056,163
S00117057,146
S00117058,245
S00117059,75
S00117060,82
S00117061,124
S00117062,90
S00117063,66
S00117064,83
S00117065,87
S00117066,88
S00117067,68
S00117068,73
S00117069,136
S00117070,54
S00117071,90
S00117072,164
S00117073,86
S00117074,68
S00117075,125
S00117076,75
S00117077,70
S00117078,93
S00117079,220
S00117080,140
S00117081,104
S00117082,72
S00117083,58
S00117084,118
S00117085,86
S00117086,100
S00117087,91
S00117088,62
S00117089,176
S00117090,105
S00117091,55
S00117092,106
S00117093,139
S00117094,112
S00117095,157
S00117096,166
S00117097,139
S00117098,114
S00117099,105
S00117100,77
S00117101,84
S00117102,133
S00117103,107
S00117104,154
S00117105,143
S00117106,58
S00117107,89
S00117108,59
S00117109,85
S00117110,75
S00117111,83
S00117112,181
S00117113,92
S00117114,74
S00117115,73
S00117116,130
S00117117,64
S00117118,148
S00117119,133
S00117120,113
S00117121,152
S00117122,79
S00117123,93
S00117124,65
S00117125,124
S00117126,99
S00117127,101
S00117128,103
S00117129,69
S00117130,108
S00117131,135
S00117132,88
S00117133,78
S00117134,91
S00117135,57
S00117136,107
S00117137,101
S00117138,150
S00117139,75
S00117140,84
S00117141,93
S00117142,80
S00117143,85
S00117144,67
S00117145,106
S00117146,86
S00117147,106
S00117148,85
S00117149,109
S00117150,97
S00117151,80
S00117152,66
S00117153,141
S00117154,108
S00117155,95
S00117156,115
S00117157,110
S00117158,98
S00117159,171
S00117160,143
S00117161,88
S00117162,127
S00117163,80
S00117164,82
S00117165,72
S00117166,88
S00117167,60
S00117168,53
S00117169,97
S00117170,88
S00117171,104
S00117172,82
S00117173,53
S00117174,61
S00117175,121
S00117176,70
S00117177,78
S00117178,102
S00117179,179
S00117180,173
S00117181,150
S00117182,146
S00117183,116
S00117184,121
S00117185,107
S00117186,70
S00117187,112
S00117188,99
S00117189,107
S00117190,81
S00117191,131
S00117192,118
S00117193,67
S00117194,56
S00117195,72
S00117196,109
S00117197,194
S00117198,79
S00117199,146
S00117200,173
S00117201,99
S00117202,50
S00117203,62
S00117204,66
S00117205,94
S00117206,63
S00117207,143
S00117208,107
S00117209,71
S00117210,94
S00117211,139
S00117212,155
S00117213,104
S00117214,61
S00117215,73
S00117216,106
S00117217,109
S00117218,98
S00117219,98
S00117220,141
S00117221,104
S00117222,103
S00117223,120
S00117224,127
S00117225,60
S00117226,132
S00117227,142
S00117228,175
S00117229,75
S00117230,86
S00117231,102
S00117232,123
S00117233,114
S00117234,132
S00117235,95
S00117236,129
S00117237,82
S00117238,134
S00117239,83
S00117240,102
S00117241,145
S00117242,119
S00117243,105
S00117244,137
S00117245,109
S00117246,74
S00117247,77
S00117248,102
S00117249,102
S00117250,59
S00117251,135
S00117252,72
S00117253,62
S00117254,118
S00117255,52
S00117256,50
S00117257,97
S00117258,144
S00117259,138
S00117260,123
S00117261,63
S00117262,88
S00117263,128
S00117264,139
S00117265,126
S00117266,99
S00117267,150
S00117268,111
S00117269,155
S00117270,93
S00117271,101
S00117272,111
S00117273,119
S00117274,78
S00117275,53
S00117276,50
S00117277,52
S00117278,85
S00117279,60
S00117280,63
S00117281,93
S00117282,134
S00117283,114
S00117284,96
S00117285,93
S00117286,133
S00117287,61
S00117288,81
S00117289,129
S00117290,79
S00117291,62
S00117292,87
S00117293,72
S00117294,111
S00117295,52
S00117296,95
S00117297,92
S00117298,103
S00117299,58
S00117300,115
S00117301,157
S00117302,50
S00117303,108
S00117304,132
S00117305,64
S00117306,101
S00117307,79
S00117308,131
S00117309,58
S00117310,61
S00117311,51
S00117312,116
S00117313,143
S00117314,64
S00117315,98
S00117316,71
S00117317,128
S00117318,103
S00117319,70
S00117320,68
S00117321,107
S00117322,50
S00117323,92
S00117324,71
S00117325,139
S00117326,99
S00117327,79
S00117328,50
S00117329,122
S00117330,153
S00117331,80
S00117332,61
S00117333,106
S00117334,116
S00117335,88
S00117336,140
S00117337,81
S00117338,124
S00117339,166
S00117340,69
S00117341,126
S00117342,101
S00117343,86
S00117344,100
S00117345,103
S00117346,122
S00117347,107
S00117348,106
S00117349,151
S00117350,56
S00117351,165
S00117352,131
S00117353,56
S00117354,71
S00117355,107
S00117356,160
S00117357,90
S00117358,109
S00117359,108
S00117360,65
S00117361,62
S00117362,56
S00117363,78
S00117364,139
S00117365,112
S00117366,65
S00117367,181
S00117368,93
S00117369,113
S00117370,83
S00117371,65
S00117372,134
S00117373,186
S00117374,69
S00117375,66
S00117376,139
S00117377,129
S00117378,73
S00117379,139
S00117380,216
S00117381,135
S00117382,79
S00117383,147
S00117384,53
S00117385,69
S00117386,125
S00117387,70
S00117388,84
S00117389,64
S00117390,105
S00117391,86
S00117392,127
S00117393,55
S00117394,143
S00117395,141
S00117396,84
S00117397,153
S00117398,76
S00117399,71
S00117400,131
S00117401,81
S00117402,187
S00117403,119
S00117404,58
S00117405,150
S00117406,107
S00117407,203
S00117408,61
S00117409,110
S00117410,76
S00117411,188
S00117412,110
S00117413,84
S00117414,153
S00117415,208
S00117416,238
S00117417,126
S00117418,224
S00117419,84
S00117420,139
S00117421,78
S00117422,86
S00117423,66
S00117424,77
S00117425,139
S00117426,140
S00117427,76
S00117428,66
S00117429,69
S00117430,140
S00117431,91
S00117432,127
S00117433,125
S00117434,90
S00117435,104
S00117436,117
S00117437,150
S00117438,202
S00117439,111
S00117440,232
S00117441,93
S00117442,75
S00117443,59
S00117444,145
S00117445,94
S00117446,92
S00117447,73
S00117448,103
S00117449,72
S00117450,81
S00117451,108
S00117452,65
S00117453,97
S00117454,97
S00117455,69
S00117456,115
S00117457,57
S00117458,93
S00117459,94
S00117460,78
S00117461,73
S00117462,81
S00117463,86
S00117464,121
S00117465,94
S00117466,65
S00117467,108
S00117468,107
S00117469,92
S00117470,135
S00117471,68
S00117472,119
S00117473,102
S00117474,111
S00117475,69
S00117476,69
S00117477,68
S00117478,107
S00117479,84
S00117480,109
S00117481,87
S00117482,108
S00117483,178
S00117484,149
S00117485,79
S00117486,124
S00117487,101
S00117488,142
S00117489,105
S00117490,59
S00117491,90
S00117492,116
S00117493,178
S00117494,124
S00117495,52
S00117496,139
S00117497,112
S00117498,197
S00117499,109
S00117500,164
S00117501,96
S00117502,149
S00117503,162
S00117504,71
S00117505,82
S00117506,137
S00117507,152
S00117508,220
S00117509,112
S00117510,144
S00117511,213
S00117512,127
S00117513,133
S00117514,61
S00117515,129
S00117516,169
S00117517,260
S00117518,139
S00117519,197
S00117520,154
S00117521,138
S00117522,154
S00117523,129
S00117524,125
S00117525,76
S00117526,149
S00117527,69
S00117528,60
S00117529,147
S00117530,168
S00117531,197
S00117532,82
S00117533,139
S00117534,91
S00117535,97
S00117536,97
S00117537,75
S00117538,82
S00117539,54
S00117540,127
S00117541,97
S00117542,92
S00117543,128
S00117544,178
S00117545,52
S00117546,69
S00117547,108
S00117548,61
S00117549,152
S00117550,136
S00117551,67
S00117552,64
S00117553,80
S00117554,129
S00117555,196
S00117556,108
S00117557,119
S00117558,139
S00117559,67
S00117560,121
S00117561,60
S00117562,176
S00117563,76
S00117564,143
S00117565,172
S00117566,121
S00117567,124
S00117568,71
S00117569,124
S00117570,140
S00117571,97
S00117572,80
S00117573,98
S00117574,152
S00117575,201
S00117576,72
S00117577,200
S00117578,116
S00117579,89
S00117580,137
S00117581,167
S00117582,158
S00117583,137
S00117584,151
S00117585,131
S00117586,95
S00117587,52
S00117588,106
S00117589,109
S00117590,63
S00117591,76
S00117592,64
S00117593,62
S00117594,70
S00117595,83
S00117596,101
S00117597,157
S00117598,83
S00117599,172
S00117600,128
S00117601,119
S00117602,84
S00117603,128
S00117604,62
S00117605,100
S00117606,124
S00117607,145
S00117608,99
S00117609,110
S00117610,119
S00117611,115
S00117612,168
S00117613,87
S00117614,75
S00117615,211
S00117616,333
S00117617,159
S00117618,105
S00117619,104
S00117620,73
S00117621,52
S00117622,164
S00117623,172
S00117624,209
S00117625,158
S00117626,380
S00117627,66
S00117628,125
S00117629,70
S00117630,63
S00117631,76
S00117632,107
S00117633,106
S00117634,68
S00117635,117
S00117636,86
S00117637,151
S00117638,178
S00117639,95
S00117640,88
S00117641,107
S00117642,73
S00117643,70
S00117644,102
S00117645,148
S00117646,138
S00117647,129
S00117648,130
S00117649,88
S00117650,107
S00117651,129
S00117652,192
S00117653,158
S00117654,166
S00117655,77
S00117656,103
S00117657,81
S00117658,125
S00117659,136
S00117660,205
S00117661,127
S00117662,154
S00117663,120
S00117664,82
S00117665,173
S00117666,131
S00117667,129
S00117668,164
S00117669,134
S00117670,71
S00117671,175
S00117672,164
S00117673,121
S00117674,158
S00117675,170
S00117676,159
S00117677,156
S00117678,145
S00117679,112
S00117680,104
S00117681,129
S00117682,93
S00117683,121
S00117684,149
S00117685,130
S00117686,91
S00117687,132
S00117688,113
S00117689,146
S00117690,110
S00117691,79
S00117692,134
S00117693,97
S00117694,74
S00117695,107
S00117696,123
S00117697,99
S00117698,143
S00117699,131
S00117700,93
S00117701,98
S00117702,168
S00117703,142
S00117704,129
S00117705,110
S00117706,58
S00117707,96
S00117708,190
S00117709,165
S00117710,168
S00117711,161
S00117712,96
S00117713,106
S00117714,128
S00117715,128
S00117716,170
S00117717,76
S00117718,100
S00117719,80
S00117720,128
S00117721,131
S00117722,64
S00117723,123
S00117724,127
S00117725,121
S00117726,145
S00117727,155
S00117728,72
S00117729,75
S00117730,94
S00117731,73
S00117732,103
S00117733,101
S00117734,101
S00117735,127
S00117736,163
S00117737,74
S00117738,85
S00117739,152
S00117740,125
S00117741,126
S00117742,74
S00117743,81
S00117744,246
S00117745,131
S00117746,116
S00117747,141
S00117748,164
S00117749,124
S00117750,164
S00117751,197
S00117752,174
S00117753,188
S00117754,131
S00117755,127
S00117756,120
S00117757,157
S00117758,163
S00117759,101
S00117760,205
S00117761,85
S00117762,65
S00117763,118
S00117764,173
S00117765,128
S00117766,141
S00117767,107
S00117768,154
S00117769,99
S00117770,164
S00117771,159
S00117772,88
S00117773,94
S00117774,136
S00117775,108
S00117776,104
S00117777,197
S00117778,120
S00117779,141
S00117780,65
S00117781,118
S00117782,128
S00117783,77
S00117784,169
S00117785,68
S00117786,184
S00117787,126
S00117788,114
S00117789,75
S00117790,158
S00117791,139
S00117792,234
S00117793,124
S00117794,94
S00117795,77
S00117796,59
S00117797,132
S00117798,137
S00117799,59
S00117800,147
S00117801,92
S00117802,143
S00117803,74
S00117804,208
S00117805,124
S00117806,83
S00117807,136
S00117808,134
S00117809,88
S00117810,159
S00117811,143
S00117812,124
S00117813,106
S00117814,85
S00117815,85
S00117816,181
S00117817,121
S00117818,96
S00117819,86
S00117820,126
S00117821,126
S00117822,164
S00117823,108
S00117824,113
S00117825,105
S00117826,178
S00117827,172
S00117828,73
S00117829,103
S00117830,63
S00117831,126
S00117832,76
S00117833,60
S00117834,133
S00117835,148
S00117836,176
S00117837,127
S00117838,178
S00117839,94
S00117840,150
S00117841,116
S00117842,70
S00117843,175
S00117844,162
S00117845,130
S00117846,54
S00117847,113
S00117848,80
S00117849,143
S00117850,199
S00117851,131
S00117852,103
S00117853,108
S00117854,167
S00117855,140
S00117856,141
S00117857,174
S00117858,113
S00117859,101
S00117860,86
S00117861,161
S00117862,52
S00117863,69
S00117864,98
S00117865,124
S00117866,91
S00117867,129
S00117868,157
S00117869,170
S00117870,130
S00117871,70
S00117872,189
S00117873,67
S00117874,74
S00117875,72
S00117876,86
S00117877,107
S00117878,122
S00117879,100
S00117880,91
S00117881,170
S00117882,138
S00117883,125
S00117884,87
S00117885,164
S00117886,218
S00117887,129
S00117888,85
S00117889,140
S00117890,155
S00117891,174
S00117892,103
S00117893,151
S00117894,164
S00117895,124
S00117896,95
S00117897,74
S00117898,75
S00117899,89
S00117900,86
S00117901,77
S00117902,144
S00117903,184
S00117904,76
S00117905,98
S00117906,149
S00117907,86
S00117908,88
S00117909,139
S00117910,130
S00117911,50
S00117912,114
S00117913,106
S00117914,140
S00117915,136
S00117916,94
S00117917,106
S00117918,156
S00117919,185
S00117920,118
S00117921,60
S00117922,111
S00117923,69
S00117924,152
S00117925,195
S00117926,176
S00117927,155
S00117928,62
S00117929,133
S00117930,87
S00117931,121
S00117932,152
S00117933,143
S00117934,84
S00117935,112
S00117936,81
S00117937,78
S00117938,156
S00117939,133
S00117940,118
S00117941,90
S00117942,158
S00117943,94
S00117944,144
S00117945,164
S00117946,174
S00117947,139
S00117948,101
S00117949,122
S00117950,156
S00117951,148
S00117952,130
S00117953,127
S00117954,122
S00117955,140
S00117956,86
S00117957,123
S00117958,122
S00117959,62
S00117960,141
S00117961,116
S00117962,144
S00117963,168
S00117964,144
S00117965,91
S00117966,52
S00117967,126
S00117968,103
S00117969,123
S00117970,56
S00117971,98
S00117972,90
S00117973,91
S00117974,137
S00117975,152
S00117976,132
S00117977,104
S00117978,73
S00117979,170
S00117980,107
S00117981,85
S00117982,92
S00117983,92
S00117984,173
S00117985,108
S00117986,149
S00117987,111
S00117988,157
S00117989,115
S00117990,136
S00117991,103
S00117992,112
S00117993,110
S00117994,119
S00117995,133
S00117996,98
S00117997,104
S00117998,111
S00117999,108
S00118000,128
S00118001,114
S00118002,91
S00118003,114
S00118004,127
S00118005,73
S00118006,136
S00118007,132
S00118008,129
S00118009,97
S00118010,94
S00118011,126
S00118012,76
S00118013,164
S00118014,125
S00118015,168
S00118016,81
S00118017,187
S00118018,135
S00118019,97
S00118020,101
S00118021,130
S00118022,89
S00118023,140
S00118024,155
S00118025,148
S00118026,108
S00118027,167
S00118028,100
S00118029,150
S00118030,84
S00118031,77
S00118032,130
S00118033,68
S00118034,117
S00118035,125
S00118036,102
S00118037,103
S00118038,93
S00118039,160
S00118040,74
S00118041,106
S00118042,95
S00118043,103
S00118044,78
S00118045,153
S00118046,97
S00118047,60
S00118048,111
S00118049,130
S00118050,153
S00118051,95
S00118052,89
S00118053,87
S00118054,149
S00118055,171
S00118056,97
S00118057,86
S00118058,135
S00118059,143
S00118060,147
S00118061,92
S00118062,103
S00118063,117
S00118064,118
S00118065,140
S00118066,114
S00118067,104
S00118068,112
S00118069,53
S00118070,147
S00118071,83
S00118072,118
S00118073,155
S00118074,129
S00118075,93
S00118076,118
S00118077,113
S00118078,131
S00118079,84
S00118080,111
S00118081,63
S00118082,141
S00118083,86
S00118084,55
S00118085,106
S00118086,132
S00118087,109
S00118088,113
S00118089,63
S00118090,80
S00118091,85
S00118092,154
S00118093,54
S00118094,121
S00118095,150
S00118096,116
S00118097,127
S00118098,107
S00118099,98
S00118100,126
S00118101,76
S00118102,127
S00118103,117
S00118104,133
S00118105,82
S00118106,131
S00118107,63
S00118108,161
S00118109,112
S00118110,72
S00118111,182
S00118112,59
S00118113,69
S00118114,91
S00118115,123
S00118116,101
S00118117,174
S00118118,131
S00118119,137
S00118120,153
S00118121,106
S00118122,108
S00118123,59
S00118124,98
S00118125,109
S00118126,78
S00118127,66
S00118128,124
S00118129,106
S00118130,113
S00118131,113
S00118132,104
S00118133,89
S00118134,122
S00118135,143
S00118136,96
S00118137,209
S00118138,161
S00118139,111
S00118140,123
S00118141,133
S00118142,112
S00118143,122
S00118144,154
S00118145,119
S00118146,74
S00118147,144
S00118148,126
S00118149,85
S00118150,133
S00118151,113
S00118152,104
S00118153,83
S00118154,100
S00118155,86
S00118156,165
S00118157,94
S00118158,106
S00118159,127
S00118160,89
S00118161,126
S00118162,71
S00118163,111
S00118164,134
S00118165,96
S00118166,195
S00118167,128
S00118168,123
S00118169,107
S00118170,112
S00118171,132
S00118172,94
S00118173,140
S00118174,189
S00118175,109
S00118176,136
S00118177,119
S00118178,129
S00118179,99
S00118180,138
S00118181,140
S00118182,121
S00118183,120
S00118184,90
S00118185,117
S00118186,136
S00118187,125
S00118188,96
S00118189,177
S00118190,100
S00118191,161
S00118192,75
S00118193,121
S00118194,116
S00118195,143
S00118196,83
S00118197,67
S00118198,119
S00118199,168
S00118200,70
S00118201,95
S00118202,121
S00118203,144
S00118204,107
S00118205,101
S00118206,52
S00118207,99
S00118208,150
S00118209,135
S00118210,160
S00118211,86
S00118212,120
S00118213,158
S00118214,130
S00118215,123
S00118216,138
S00118217,112
S00118218,84
S00118219,125
S00118220,180
S00118221,125
S00118222,95
S00118223,72
S00118224,157
S00118225,124
S00118226,98
S00118227,84
S00118228,80
S00118229,90
S00118230,86
S00118231,95
S00118232,104
S00118233,90
S00118234,143
S00118235,74
S00118236,108
S00118237,145
S00118238,118
S00118239,87
S00118240,101
S00118241,119
S00118242,110
S00118243,139
S00118244,186
S00118245,109
S00118246,116
S00118247,69
S00118248,136
S00118249,144
S00118250,53
S00118251,95
S00118252,125
S00118253,71
S00118254,135
S00118255,85
S00118256,128
S00118257,58
S00118258,122
S00118259,93
S00118260,155
S00118261,100
S00118262,113
S00118263,126
S00118264,93
S00118265,91
S00118266,88
S00118267,131
S00118268,178
S00118269,61
S00118270,117
S00118271,168
S00118272,110
S00118273,69
S00118274,121
S00118275,85
S00118276,96
S00118277,77
S00118278,76
S00118279,117
S00118280,176
S00118281,149
S00118282,85
S00118283,113
S00118284,83
S00118285,101
S00118286,231
S00118287,101
S00118288,125
S00118289,137
S00118290,77
S00118291,212
S00118292,78
S00118293,97
S00118294,69
S00118295,115
S00118296,52
S00118297,137
S00118298,118
S00118299,60
S00118300,93
S00118301,84
S00118302,96
S00118303,132
S00118304,93
S00118305,131
S00118306,121
S00118307,124
S00118308,69
S00118309,108
S00118310,91
S00118311,152
S00118312,117
S00118313,144
S00118314,154
S00118315,120
S00118316,89
S00118317,168
S00118318,68
S00118319,64
S00118320,157
S00118321,110
S00118322,105
S00118323,167
S00118324,156
S00118325,172
S00118326,101
S00118327,89
S00118328,222
S00118329,97
S00118330,122
S00118331,108
S00118332,128
S00118333,108
S00118334,103
S00118335,165
S00118336,165
S00118337,56
S00118338,116
S00118339,95
S00118340,73
S00118341,123
S00118342,111
S00118343,137
S00118344,68
S00118345,131
S00118346,131
S00118347,177
S00118348,112
S00118349,148
S00118350,148
S00118351,112
S00118352,109
S00118353,130
S00118354,127
S00118355,79
S00118356,108
S00118357,60
S00118358,165
S00118359,98
S00118360,114
S00118361,69
S00118362,63
S00118363,92
S00118364,103
S00118365,120
S00118366,119
S00118367,136
S00118368,99
S00118369,110
S00118370,91
S00118371,107
S00118372,110
S00118373,100
S00118374,107
S00118375,108
S00118376,173
S00118377,146
S00118378,137
S00118379,111
S00118380,73
S00118381,103
S00118382,168
S00118383,85
S00118384,62
S00118385,101
S00118386,106
S00118387,109
S00118388,112
S00118389,85
S00118390,90
S00118391,88
S00118392,155
S00118393,164
S00118394,146
S00118395,172
S00118396,95
S00118397,87
S00118398,112
S00118399,96
S00118400,139
S00118401,110
S00118402,134
S00118403,82
S00118404,169
S00118405,66
S00118406,93
S00118407,119
S00118408,151
S00118409,133
S00118410,58
S00118411,108
S00118412,108
S00118413,106
S00118414,121
S00118415,87
S00118416,91
S00118417,77
S00118418,80
S00118419,79
S00118420,50
S00118421,87
S00118422,95
S00118423,54
S00118424,176
S00118425,122
S00118426,169
S00118427,95
S00118428,75
S00118429,100
S00118430,111
S00118431,91
S00118432,154
S00118433,170
S00118434,108
S00118435,143
S00118436,114
S00118437,107
S00118438,122
S00118439,127
S00118440,82
S00118441,77
S00118442,132
S00118443,78
S00118444,128
S00118445,122
S00118446,102
S00118447,95
S00118448,92
S00118449,120
S00118450,96
S00118451,110
S00118452,112
S00118453,103
S00118454,100
S00118455,149
S00118456,157
S00118457,75
S00118458,66
S00118459,184
S00118460,125
S00118461,159
S00118462,135
S00118463,121
S00118464,95
S00118465,115
S00118466,117
S00118467,133
S00118468,111
S00118469,74
S00118470,98
S00118471,80
S00118472,170
S00118473,89
S00118474,116
S00118475,82
S00118476,89
S00118477,83
S00118478,125
S00118479,112
S00118480,118
S00118481,129
S00118482,179
S00118483,75
S00118484,100
S00118485,127
S00118486,57
S00118487,77
S00118488,188
S00118489,121
S00118490,147
S00118491,142
S00118492,79
S00118493,121
S00118494,136
S00118495,134
S00118496,155
S00118497,146
S00118498,156
S00118499,157
S00118500,148
S00118501,133
S00118502,127
S00118503,62
S00118504,51
S00118505,80
S00118506,140
S00118507,152
S00118508,51
S00118509,155
S00118510,72
S00118511,205
S00118512,121
S00118513,120
S00118514,163
S00118515,161
S00118516,192
S00118517,121
S00118518,103
S00118519,112
S00118520,70
S00118521,74
S00118522,62
S00118523,104
S00118524,58
S00118525,117
S00118526,79
S00118527,149
S00118528,117
S00118529,164
S00118530,132
S00118531,127
S00118532,123
S00118533,156
S00118534,107
S00118535,122
S00118536,62
S00118537,103
S00118538,54
S00118539,100
S00118540,73
