code,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p2015,p2016
S00114514,68,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00117277,50,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA
S00114513,101,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00114550,159,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA
S00114544,185,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA
S00114553,157,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA
S00114555,159,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA
S00116170,70,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00114542,128,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00114527,98,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00114530,82.438599,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00114529,44.561404,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S00114541,110,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S00114537,136,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00114535,117,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA
S00114531,115,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00114533,60,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00114410,96,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00114540,109,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA
S00114554,161,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA
S00114536,136,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00114532,99,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00114539,50,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
S00114415,76,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S00114411,128,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA
S00114538,52,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00114409,128,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S00114534,67,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
S00114414,77,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00114413,71,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
S00114416,92,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00114418,73,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00114420,128,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA
S00114484,111.314121,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA
S00114483,61.91066,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00114482,43.775215,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00114481,139.207923,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA
S00114480,45.792079,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
S00117309,55,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
S00117307,109,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00117306,102,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00114780,151,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA
S00116205,66,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S00114485,99,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00114479,75,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00114782,95,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00116166,95,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00116164,69,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S00114475,70,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00114487,107,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S00114486,94,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00114497,68,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
S00114491,84,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
S00114493,96,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00114496,79,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00114492,99,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00114512,101,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00114511,98,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00114494,64,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA
S00114495,130,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA
S00114779,193,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA
S00114783,121.087108,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA
S00114784,70.912892,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00114775,120,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA
S00116204,85,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00114787,68,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00114776,79,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00117304,129,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA
S00117305,52,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
S00114777,91,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00114790,83,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
S00114792,74.400002,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00114793,49.600001,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
S00114778,51,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
S00114781,95,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00114794,135,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00117276,53.246752,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
S00116165,87.753248,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00114408,55,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
S00114407,87,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
S00114424,125,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00114412,93,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00114423,100,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00114746,82.766988,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00114747,27.233009,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00114421,72,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00114417,63,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00114427,63,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00114422,130,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00114745,141,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00114426,133,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00114429,78,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00116546,72,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00116519,100,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00114689,69.841463,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
S00114690,68.158537,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
S00114742,123,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00114744,145,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA
S00114721,111,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00116521,88,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00114743,96,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
S00114740,99,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
S00114741,99,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00114739,165,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA
S00116522,99,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00114712,115,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00114713,116,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00114737,54.80734,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
S00114738,48.19266,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
S00114714,143,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA
S00114720,177,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00114736,69,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
S00114735,93,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00114709,91,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00114734,79,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00114722,145,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00114719,86,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00114728,96,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00115692,221,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,NA
S00115690,102.178805,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00115685,89.82119,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00116286,106,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00115423,46.668751,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,NA,NA
S00115420,49.116477,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00115422,149.9875,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00115419,61.606059,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00115418,74.6264,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S00115425,130,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00115424,124,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA
S00117475,69,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00117476,62,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00116279,105,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA
S00115599,166,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00115600,129.469565,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00115612,205,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA
S00117473,99,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00117474,120,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00115547,152,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA
S00115562,72,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
S00117468,99,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
S00115543,61.530432,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
S00117467,131,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00116264,77,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
S00115428,94,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00115427,96,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00115426,112,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00115444,77,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00115621,174,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00115481,67,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00115442,116,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00115611,130.22608,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
S00115610,103.773913,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00115448,114,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00115446,123,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00115447,102,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00116544,116,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00115432,104,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00116543,66,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00115429,151,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00115430,124,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
S00115443,150,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA
S00115431,128,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S00115433,179,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA
S00115445,115,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00115440,124,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00115434,162,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA
S00115441,152,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA
S00115438,120,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00115449,77,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00115451,90,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00115608,107,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00115609,61,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
S00115613,150,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA
S00115606,92,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00115607,65,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
S00115453,92,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00116551,74,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00115602,172,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA
S00115457,90,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00115603,61,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00115437,133,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA
S00116274,51,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S00115450,113,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA
S00115452,123,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00115454,126,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
S00115456,86,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
S00115455,87,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00116275,64,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
S00115460,129,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA
S00115458,92,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00115459,70,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00115435,105,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00116273,100,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00115436,98,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00115461,100,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00115473,92,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00114591,92,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00114587,147,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA
S00114589,115,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00114588,124,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
S00114590,139,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00114592,137,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
S00115483,106,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00115480,130,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00115544,155,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA
S00115482,67,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00115545,100,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00115476,120,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00115546,105,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00115549,91,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S00115561,69,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
S00115484,84,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00115475,115,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S00115472,121,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00115465,80,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
S00115464,99,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00115474,117,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
S00115469,91,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA
S00115471,113,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA
S00115467,85,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00115468,66,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
S00115478,93,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00115479,111,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00115466,106,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00115470,91,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00115477,73,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00116265,56,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA
S00115371,39.308448,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA
S00115370,34.514735,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA
S00115372,24.927308,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00115369,23.249508,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00116266,58,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00114436,125,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA
S00115373,80,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00115368,80,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00115388,129,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00115390,130,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
S00115391,73,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00115392,73,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00115378,103,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00115375,131,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00115374,122,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
S00115376,101,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00115377,118,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
S00115379,140,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
S00115381,84,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00115384,104,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00115334,190,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA
S00115382,107,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00115380,118,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00115383,139,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA
S00115462,131,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S00115463,116,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00115300,232,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
S00114595,104,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00114597,79,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00114596,164,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA
S00115264,105,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00117430,132,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA
S00115262,111,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00115305,90,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00115302,76,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00114441,39.219856,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00114440,30.780142,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
S00115303,94,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S00115301,133,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00117436,142,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00115304,79,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00115309,115,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
S00115310,75,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00116260,99,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00115316,272,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00115312,152,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00116256,127,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00115313,100,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00115315,154,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
S00116881,104,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00115314,135,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00115311,84,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00117439,127,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00115317,83,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
S00117284,82,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00117283,98,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00114581,99,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S00114582,139,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00114558,155,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA
S00114451,181,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,NA
S00114559,144,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA
