code,p2001
60QX000160,99
60QX000161,167
60QX000162,206
60QX000163,100
60QX000164,84
60QX000165,110
60QX000166,172
60QX000167,131
60QX000168,84
60QX000169,111
60QX000170,73
60QX000171,102
60QX000172,96
60QX000173,84
60QX000174,77
60QX000175,85
60QX000176,117
60QX000177,109
60QX000178,80
60QX000179,78
60QX000180,77
60QX000181,75
60QX000182,90
60QX000183,76
60QX000184,146
60QX000185,116
60QX000186,88
60QX000187,52
60QX000188,134
60QX000189,125
60QX000190,155
60QX000191,197
60QX000192,178
60QX000193,57
60QX000194,146
60QX000195,205
60QX000196,114
60QX000197,151
60QX000198,140
60QX000199,134
60QX000200,99
60QX000201,136
60QX000202,142
60QX000203,96
60QX000204,114
60QX000205,139
60QX000206,91
60QX000207,121
60QX000208,180
60QX000209,160
60QX000210,146
60QX000211,187
60QX000212,107
60QX000213,126
60QX000214,119
60QX000215,173
60QX000216,95
60QX000217,63
60QX000218,142
60QX000219,147
60QX000220,66
60QX000221,81
60QX000222,158
60QX000223,146
60QX000224,116
60QX000225,230
60QX000226,194
60QX000227,124
60QX000228,115
60QX000229,169
60QX000230,126
60QX000231,172
60QX000232,66
60QX000233,74
60QX000234,123
60QX000235,136
60QX000236,131
60QX000237,79
60QX000238,73
60QX000239,92
60QX000240,109
60QX000241,53
60QX000242,112
60QX000243,129
60QX000244,161
60QX000245,139
60QX000246,158
60QX000247,188
60QX000248,130
60QX000249,85
60QX000250,98
60QX000251,62
60QX000252,59
60QX000253,99
60QX000254,97
60QX000255,59
60QX000256,105
60QX000257,97
60QX000258,76
60QX000259,67
60QX000260,96
60QX000261,83
60QX000262,129
60QX000263,111
60QX000264,109
60QX000265,95
60QX000266,93
60QX000267,238
60QX000268,158
60QX000269,117
60QX000270,111
60QX000271,133
60QX000272,152
60QX000273,87
60QX000274,109
60QX000275,95
60QX000276,165
60QX000277,176
60QX000278,161
60QX000279,158
60QX000280,112
60QX000281,149
60QX000282,111
60QX000283,153
60QX000284,141
60QX000285,78
60QX000286,106
60QX000287,127
60QX000288,106
60QX000289,104
60QX000290,103
60QX000291,145
60QX000292,105
60QX000293,143
60QX000294,80
60QX000295,133
60QX000296,115
60QX000297,127
60QX000298,189
60QX000299,159
60QX000300,118
60QX000301,93
60QX000302,107
60QX000303,196
60QX000304,119
60QX000305,157
60QX000306,113
60QX000307,152
60QX000308,127
60QX000309,103
60QX000310,124
60QX000311,137
60QX000312,176
60QX000313,132
60QX000314,119
60QX000315,82
60QX000316,77
60QX000317,90
60QX000318,94
60QX000319,139
60QX000320,92
60QX000321,138
60QX000322,112
60QX000323,95
60QX000324,114
60QX000325,152
60QX000326,111
60QX000327,150
60QX000328,174
60QX000329,57
60QX000330,103
60QX000331,159
60QX000332,124
60QX000333,159
60QX000334,72
60QX000335,182
60QX000336,122
60QX000337,153
60QX000338,210
60QX000339,165
60QX000340,193
60QX000341,59
60QX000342,129
60QX000343,104
60QX000344,143
60QX000345,126
60QX000346,121
60QX000347,175
60QX000348,162
60QX000349,191
60QX000350,146
60QX000351,104
60QX000352,62
60QX000353,124
60QX000354,104
60QX000355,72
60QX000356,180
60QX000357,92
60QX000358,136
60QX000359,107
60QX000360,137
60QX000361,88
60QX000362,104
60QX000363,107
60QX000364,182
60QX000365,131
60QX000366,161
60QX000367,117
60QX000368,159
60QX000369,168
60QX000370,95
60QX000371,105
60QX000372,90
60QX000373,153
60QX000374,137
60QX000375,130
60QX000376,71
60QX000377,146
60QX000378,106
60QX000379,103
60QX000380,83
60QX000381,110
60QX000382,100
60QX000383,95
60QX000384,65
60QX000385,68
60QX000386,168
60QX000387,150
60QX000388,90
60QX000389,121
60QX000390,71
60QX000391,172
60QX000392,159
60QX000393,160
60QX000394,142
60QX000395,175
60QX000396,149
60QX000397,62
60QX000398,63
60QX000399,118
60QX000400,119
60QX000401,134
60QX000402,89
60QX000403,106
60QX000404,195
60QX000405,91
60QX000406,113
60QX000407,101
60QX000408,96
60QX000409,126
60QX000410,101
60QX000411,131
60QX000412,131
60QX000413,119
60QX000414,86
60QX000415,127
60QX000416,119
60QX000417,103
60QX000418,103
60QX000419,140
60QX000420,125
60QX000421,109
60QX000422,153
60QX000423,105
60QX000424,134
60QX000425,94
60QX000426,127
60QX000427,84
60QX000428,93
60QX000429,137
60QX000430,101
60QX000431,141
60QX000432,125
60QX000433,207
60QX000434,201
60QX000435,156
60QX000436,137
60QX000437,206
60QX000438,135
60QX000439,99
60QX000440,109
60QX000441,126
60QX000442,96
60QX000443,99
60QX000444,107
60QX000445,108
60QX000446,121
60QX000447,96
60QX000448,140
60QX000449,141
60QX000450,140
60QX000451,118
60QX000452,164
60QX000453,152
60QX000454,153
60QX000455,149
60QX000456,153
60QX000457,97
60QX000458,97
60QX000459,174
60QX000460,165
60QX000461,126
60QX000462,125
60QX000463,154
60QX000464,142
60QX000465,103
60QX000466,68
60QX000467,124
60QX000468,124
60QX000469,90
60QX000470,118
60QX000471,91
60QX000472,102
60QX000473,83
60QX000474,170
60QX000475,127
60QX000476,95
60QX000477,119
60QX000478,195
60QX000479,63
60QX000480,146
60QX000481,90
60QX000482,124
60QX000483,96
60QX000484,86
60QX000485,114
60QX000486,104
60QX000487,124
60QX000488,113
60QX000489,106
60QX000490,105
60QX000491,68
60QX000492,145
60QX000493,144
60QX000494,62
60QX000495,144
60QX000496,116
60QX000497,93
60QX000498,163
60QX000499,108
60QX000500,127
60QX000501,225
60QX000502,161
60QX000503,139
60QX000504,159
60QX000505,82
60QX000506,129
60QX000507,99
60QX000508,70
60QX000509,118
60QX000510,90
60QX000511,111
60QX000512,108
60QX000513,90
60QX000514,98
60QX000515,79
60QX000516,113
60QX000517,110
60QX000518,56
60QX000519,75
60QX000520,118
60QX000521,58
60QX000522,109
60QX000523,109
60QX000524,53
60QX000525,130
60QX000526,132
60QX000527,92
60QX000528,65
60QX000529,92
60QX000530,99
60QX000531,145
60QX000532,92
60QX000533,63
60QX000534,52
60QX000535,98
60QX000536,109
60QX000537,105
60QX000538,72
60QX000539,138
60QX000540,103
60QX000541,56
60QX000542,83
60QX000543,115
60QX000544,86
60QX000545,110
60QX000546,106
60QX000547,113
60QX000548,94
60QX000549,85
60QX000550,74
60QX000551,107
60QX000552,112
60QX000553,93
60QX000554,149
60QX000555,100
60QX000556,93
60QX000557,132
60QX000558,69
60QX000559,85
60QX000560,102
60QX000561,128
60QX000562,109
60QX000563,54
60QX000564,99
60QX000565,65
60QX000566,121
60QX000567,82
60QX000568,57
60QX000569,53
60QX000570,56
60QX000571,62
60QX000572,165
60QX000573,92
60QX000574,117
60QX000575,99
60QX000576,115
60QX000577,77
60QX000578,182
60QX000579,76
60QX000580,113
60QX000581,108
60QX000582,86
60QX000583,145
60QX000584,144
60QX000585,59
60QX000586,75
60QX000587,150
60QX000588,125
60QX000589,230
60QX000590,92
60QX000591,106
60QX000592,121
60QX000593,116
60QX000594,69
60QX000595,151
60QX000596,134
60QX000597,153
60QX000598,123
60QX000599,110
60QX000600,144
60QX000601,59
60QX000602,109
60QX000603,62
60QX000604,107
60QX000605,110
60QX000606,73
60QX000607,122
60QX000608,96
60QX000609,118
60QX000610,151
60QX000611,65
60QX000612,127
60QX000613,150
60QX000614,97
60QX000615,139
60QX000616,102
60QX000617,103
60QX000618,80
60QX000619,110
60QX000620,121
60QX000621,95
60QX000622,169
60QX000623,116
60QX000624,140
60QX000625,170
60QX000626,125
60QX000627,132
60QX000628,123
60QX000629,88
60QX000630,95
60QX000631,147
60QX000632,90
60QX000633,106
60QX000634,208
60QX000635,121
60QX000636,97
60QX000637,128
60QX000638,77
60QX000639,96
60QX000640,115
60QX000641,106
60QX000642,93
60QX000643,96
60QX000644,52
60QX000645,67
60QX000646,73
60QX000647,81
60QX000648,134
60QX000649,75
60QX000650,97
60QX000651,124
60QX000652,114
60QX000653,178
60QX000654,237
60QX000655,111
60QX000656,187
60QX000657,214
60QX000658,63
60QX000659,134
60QX000660,135
60QX000661,106
60QX000662,106
60QX000663,158
60QX000664,78
60QX000665,157
60QX000666,90
60QX000667,139
60QX000668,64
60QX000669,68
60QX000670,122
60QX000671,186
60QX000672,107
60QX000673,70
60QX000674,136
60QX000675,168
60QX000676,78
60QX000677,146
60QX000678,120
60QX000679,121
60QX000680,164
60QX000681,163
60QX000682,114
60QX000683,70
60QX000684,118
60QX000685,140
60QX000686,130
60QX000687,129
60QX000688,72
60QX000689,88
60QX000690,73
60QX000691,152
60QX000692,134
60QX000693,103
60QX000694,121
60QX000695,117
60QX000696,77
60QX000697,113
60QX000698,138
60QX000699,121
60QX000700,150
60QX000701,113
60QX000702,85
60QX000703,154
60QX000704,149
60QX000705,199
60QX000706,391
60QX000707,112
60QX000708,205
60QX000709,68
60QX000710,176
60QX000711,222
60QX000712,88
60QX000713,92
60QX000714,103
60QX000715,110
60QX000716,195
60QX000717,144
60QX000718,90
60QY000001,103
60QY000002,104
60QY000003,66
60QY000004,156
60QY000005,172
60QY000006,184
60QY000007,54
60QY000008,68
60QY000009,174
60QY000010,91
60QY000011,205
60QY000012,61
60QY000013,157
60QY000014,210
60QY000015,169
60QY000016,65
60QY000017,76
60QY000018,195
60QY000019,55
60QY000020,163
60QY000021,149
60QY000022,130
60QY000023,136
60QY000024,57
60QY000025,163
60QY000026,135
60QY000027,145
60QY000028,126
60QY000029,86
60QY000030,158
60QY000031,92
60QY000032,57
60QY000033,56
60QY000034,182
60QY000035,80
60QY000036,62
60QY000037,54
60QY000038,177
60QY000039,156
60QY000040,147
60QY000041,122
60QY000042,187
60QY000043,149
60QY000044,150
60QY000045,130
60QY000046,151
60QY000047,141
60QY000048,51
60QY000049,131
60QY000050,96
60QY000051,110
60QY000052,130
60QY000053,93
60QY000054,170
60QY000055,86
60QY000056,196
60QY000057,153
60QY000058,170
60QY000059,99
60QY000060,150
60QY000061,210
60QY000062,162
60QY000063,199
60QY000064,152
60QY000065,205
60QY000066,134
60QY000067,137
60QY000068,165
60QY000069,113
60QY000070,175
60QY000071,122
60QY000072,116
60QY000073,173
60QY000074,112
60QY000075,111
60QY000076,165
60QY000077,184
60QY000078,194
60QY000079,160
60QY000080,174
60QY000081,141
60QY000082,147
60QY000083,104
60QY000084,146
60QY000085,103
60QY000086,132
60QY000087,66
60QY000088,82
60QY000089,193
60QY000090,192
60QY000091,195
60QY000092,105
60QY000093,124
60QY000094,131
60QY000095,200
60QY000096,200
60QY000097,201
60QY000098,170
60QY000099,160
60QY000100,143
60QY000101,124
60QY000102,134
60QY000103,256
60QY000104,167
60QY000105,99
60QY000106,198
60QY000107,107
60QY000108,188
60QY000109,155
60QY000110,93
60QY000111,167
60QY000112,182
60QY000113,142
60QY000114,137
60QY000115,92
60QY000116,132
60QY000117,113
60QY000118,167
60QY000119,76
60QY000120,51
60QY000121,134
60QY000122,141
60QY000123,128
60QY000124,85
60QY000125,153
60QY000126,223
60QY000127,122
60QY000128,103
60QY000129,103
60QY000130,135
60QY000131,96
60QY000132,135
60QY000133,135
60QY000134,68
60QY000135,156
60QY000136,97
60QY000137,117
60QY000138,80
60QY000139,88
60QY000140,172
60QY000141,120
60QY000142,85
60QY000143,166
60QY000144,196
60QY000145,180
60QY000146,87
60QY000147,51
60QY000148,85
60QY000149,109
60QY000150,113
60QY000151,102
60QY000152,72
60QY000153,83
60QY000154,75
60QY000155,91
60QY000156,79
60QY000157,110
60QY000158,139
60QY000159,121
60QY000160,162
60QY000161,134
60QY000162,95
60QY000163,141
60QY000164,107
60QY000165,125
60QY000166,73
60QY000167,106
60QY000168,104
60QY000169,123
60QY000170,81
60QY000171,109
60QY000172,105
60QY000173,104
60QY000174,90
60QY000175,113
60QY000176,93
60QY000177,111
60QY000178,105
60QY000179,68
60QY000180,60
60QY000181,93
60QY000182,118
60QY000183,120
60QY000184,101
60QY000185,91
60QY000186,82
60QY000187,87
60QY000188,117
60QY000189,125
60QY000190,90
60QY000191,106
60QY000192,85
60QY000193,109
60QY000194,106
60QY000195,102
60QY000196,97
60QY000197,79
60QY000198,141
60QY000199,95
60QY000200,72
60QY000201,95
60QY000202,153
60QY000203,125
60QY000204,126
60QY000205,112
60QY000206,183
60QY000207,185
60QY000208,108
60QY000209,117
60QY000210,204
60QY000211,134
60QY000212,176
60QY000213,130
60QY000214,190
60QY000215,157
60QY000216,91
60QY000217,118
60QY000218,89
60QY000219,76
60QY000220,146
60QY000221,76
60QY000222,92
60QY000223,95
60QY000224,94
60QY000225,92
60QY000226,149
60QY000227,111
60QY000228,114
60QY000229,140
60QY000230,98
60QY000231,200
60QY000232,125
60QY000233,91
60QY000234,94
60QY000235,133
60QY000236,69
60QY000237,106
60QY000238,146
60QY000239,60
60QY000240,51
60QY000241,66
60QY000242,109
60QY000243,185
60QY000244,118
60QY000245,67
60QY000246,160
60QY000247,112
60QY000248,186
60QY000249,148
60QY000250,110
60QY000251,109
60QY000252,89
60QY000253,74
60QY000254,146
60QY000255,94
60QY000256,65
60QY000257,123
60QY000258,113
60QY000259,97
60QY000260,133
60QY000261,71
60QY000262,137
60QY000263,97
60QY000264,98
60QY000265,90
60QY000266,138
60QY000267,120
60QY000268,126
60QY000269,129
60QY000270,108
60QY000271,138
60QY000272,232
60QY000273,81
60QY000274,138
60QY000275,122
60QY000276,124
60QY000277,141
60QY000278,108
60QY000279,119
60QY000280,119
60QY000281,93
60QY000282,126
60QY000283,72
60QY000284,91
60QY000285,150
60QY000286,158
60QY000287,130
60QY000288,137
60QY000289,100
60QY000290,185
60QY000291,198
60QY000292,126
60QY000293,162
60QY000294,175
60QY000295,111
60QY000296,116
60QY000297,135
60QY000298,112
60QY000299,129
60QY000300,117
60QY000301,97
60QY000302,108
60QY000303,111
60QY000304,148
60QY000305,193
60QY000306,94
60QY000307,122
60QY000308,95
60QY000309,148
60QY000310,101
60QY000311,98
60QY000312,180
60QY000313,131
60QY000314,170
60QY000315,168
60QY000316,114
60QY000317,125
60QY000318,111
60QY000319,127
60QY000320,113
60QY000321,150
60QY000322,175
60QY000323,116
60QY000324,150
60QY000325,62
60QY000326,126
60QY000327,127
60QY000328,106
60QY000329,104
60QY000330,81
60QY000331,82
60QY000332,152
60QY000333,108
60QY000334,142
60QY000335,88
60QY000336,112
60QY000337,139
60QY000338,93
60QY000339,170
60QY000340,121
60QY000341,134
60QY000342,65
60QY000343,161
60QY000344,100
60QY000345,104
60QY000346,144
60QY000347,120
60QY000348,75
60QY000349,161
60QY000350,148
60QY000351,160
60QY000352,107
60QY000353,76
60QY000354,66
60QY000355,93
60QY000356,133
60QY000357,78
60QY000358,139
60QY000359,128
60QY000360,119
60QY000361,221
60QY000362,91
60QY000363,112
60QY000364,144
60QY000365,108
60QY000366,121
60QY000367,100
60QY000368,116
60QY000369,80
60QY000370,107
60QY000371,52
60QY000372,71
60QY000373,107
60QY000374,73
60QY000375,87
60QY000376,100
60QY000377,54
60QY000378,118
60QY000379,110
60QY000380,148
60QY000381,88
60QY000382,56
60QY000383,95
60QY000384,110
60QY000385,92
60QY000386,67
60QY000387,62
60QY000388,126
60QY000389,80
60QY000390,92
60QY000391,75
60QY000392,58
60QY000393,118
60QY000394,120
60QY000395,104
60QY000396,69
60QY000397,98
60QY000398,125
60QY000399,113
60QY000400,154
60QY000401,125
60QY000402,138
60QY000403,95
60QY000404,116
60QY000405,96
60QY000406,99
60QY000407,118
60QY000408,160
60QY000409,90
60QY000410,165
60QY000411,144
60QY000412,150
60QY000413,118
60QY000414,168
60QY000415,145
60QY000416,108
60QY000417,159
60QY000418,147
60QY000419,229
60QY000420,180
60QY000421,100
60QY000422,161
60QY000423,162
60QY000424,135
60QY000425,125
60QY000426,99
60QY000427,240
60QY000428,105
60QY000429,110
60QY000430,108
60QY000431,125
60QY000432,109
60QY000433,132
60QY000434,177
60QY000435,112
60QY000436,176
60QY000437,102
60QY000438,92
60QY000439,130
60QY000440,157
60QY000441,93
60QY000442,97
60QY000443,64
60QY000444,111
60QY000445,154
60QY000446,174
60QY000447,110
60QY000448,129
60QY000449,96
60QY000450,74
60QY000451,114
60QY000452,109
60QY000453,121
60QY000454,115
60QY000455,87
60QY000456,67
60QY000457,100
60QY000458,81
60QY000459,85
60QY000460,80
60QY000461,207
60QY000462,99
60QY000463,201
60QY000464,134
60QY000465,164
60QY000466,151
60QY000467,126
60QY000468,136
60QY000469,144
60QY000470,73
60QY000471,94
60QY000472,123
60QY000473,86
60QY000474,115
60QY000475,96
60QY000476,92
60QY000477,89
60QY000478,97
60QY000479,163
60QY000480,203
60QY000481,169
60QY000482,126
60QY000483,137
60QY000484,144
60QY000485,137
60QY000486,145
60QY000487,121
60QY000488,132
60QY000489,120
60QY000490,102
60QY000491,164
60QY000492,146
60QY000493,131
60QY000494,174
60QY000495,62
60QY000496,109
60QY000497,143
60QY000498,155
60QY000499,152
60QY000500,90
60QY000501,147
60QY000502,146
60QY000503,168
60QY000504,121
60QY000505,114
60QY000506,139
60QY000507,122
60QY000508,131
60QY000509,124
60QY000510,186
60QY000511,117
60QY000512,72
60QY000513,190
60QY000514,95
60QY000515,181
60QY000516,62
60QY000517,70
60QY000518,100
60QY000519,110
60QY000520,169
60QY000521,151
60QY000522,201
60QY000523,77
60QY000524,85
60QY000525,63
60QY000526,97
60QY000527,114
60QY000528,60
60QY000529,107
60QY000530,100
60QY000531,101
60QY000532,98
60QY000533,138
60QY000534,117
60QY000535,77
60QY000536,110
60QY000537,112
60QY000538,155
60QY000539,92
60QY000540,52
60QY000541,163
60QY000542,140
60QY000543,117
60QY000544,63
60QY000545,124
60QY000546,96
60QY000547,65
60QY000548,104
60QY000549,93
60QY000550,116
60QY000551,142
60QY000552,120
60QY000553,87
60QY000554,153
60QY000555,97
60QY000556,125
60QY000557,137
60QY000558,121
60QY000559,109
60QY000560,118
60QY000561,115
60QY000562,81
60QY000563,147
60QY000564,150
60QY000565,123
60QY000566,197
60QY000567,109
60QY000568,105
60QY000569,85
60QY000570,93
60QY000571,104
60QY000572,110
60QY000573,124
60QY000574,129
60QY000575,147
60QY000576,130
60QY000577,116
60QY000578,105
60QY000579,134
60QY000580,122
60QY000581,148
60QY000582,117
60QY000583,76
60QY000584,157
60QY000585,142
60QY000586,133
60QY000587,162
60QY000588,174
60QY000589,110
60QY000590,135
60QY000591,93
60QY000592,81
60QY000593,185
60QY000594,162
60QY000595,144
60QY000596,85
60QY000597,119
60QY000598,152
60QY000599,79
60QY000600,119
60QY000601,63
60QY000602,135
60QY000603,94
60QY000604,160
60QY000605,81
60QY000606,142
60QY000607,98
60QY000608,140
60QY000609,70
60QY000610,126
60QY000611,93
60QY000612,187
60QY000613,75
60QY000614,142
60QY000615,103
60QY000616,84
60QY000617,108
60QY000618,85
60QY000619,104
60QY000620,105
60QY000621,91
60QY000622,119
60QY000623,85
60QY000624,114
60QY000625,166
60QY000626,112
60QY000627,104
60QY000628,107
60QY000629,92
60QY000630,104
60QY000631,135
60QY000632,109
60QY000633,108
60QY000634,64
60QY000635,90
60QY000636,107
60QY000637,151
60QY000638,90
60QY000639,190
60QY000640,146
60QY000641,148
60QY000642,152
60QY000643,231
60QY000644,155
60QY000645,146
60QY000646,174
60QY000647,98
60QY000648,150
60QY000649,113
60QY000650,86
60QY000651,159
60QY000652,121
60QY000653,133
60QY000654,117
60QY000655,96
60QY000656,128
60QY000657,72
60QY000658,91
60QY000659,98
60QY000660,87
60QY000661,106
60QY000662,130
60QY000663,101
60QY000664,118
60QY000665,80
60QY000666,100
60QY000667,150
60QY000668,159
60QY000669,58
60QY000670,105
60QY000671,103
60QY000672,109
60QY000673,86
60QY000674,108
60QY000675,89
60QY000676,87
60QY000677,80
60QY000678,108
60QY000679,138
60QY000680,119
60QY000681,172
60QY000682,140
60QY000683,124
60QY000684,122
60QY000685,61
60QY000686,107
60QY000687,112
60QY000688,177
60QY000689,96
60QY000690,110
60QY000691,123
60QY000692,84
60QY000693,152
60QY000694,105
60QY000695,96
60QY000696,126
60QY000697,151
60QY000698,102
60QY000699,119
60QY000700,94
60QY000701,152
60QY000702,146
60QY000703,109
60QY000704,101
60QY000705,128
60QY000706,200
60QY000707,232
60QY000708,180
60QY000709,106
60QY000710,164
60QY000711,125
60QY000712,110
60QY000713,104
60QY000714,135
60QY000715,85
60QY000716,103
60QY000717,110
60QY000718,85
60QY000719,124
60QY000720,138
60QY000721,102
60QY000722,126
60QY000723,67
60QY000724,81
60QY000725,142
60QY000726,84
60QY000727,61
60QY000728,181
60QY000729,164
60QY000730,127
60QY000731,159
60QY000732,89
60QY000733,118
60QY000734,94
60QY000735,141
60QY000736,178
60QY000737,164
60QY000738,130
60QY000739,195
60QY000740,151
60QY000741,152
60QY000742,173
60QY000743,170
60QY000744,94
60QY000745,162
60QY000746,93
60QY000747,77
60QY000748,98
60QY000749,104
60QY000750,55
60QY000751,71
60QY000752,107
60QY000753,144
60QY000754,105
60QY000755,94
60QY000756,118
60QY000757,113
60QY000758,117
60QY000759,118
60QY000760,78
60QY000761,157
60QY000762,71
60QY000763,139
60QY000764,157
60QY000765,126
60QY000766,191
60QY000767,79
60QY000768,85
60QY000769,107
60QY000770,82
60QY000771,163
60QY000772,133
60QY000773,186
60QY000774,85
60QY000775,75
60QY000776,106
60QY000777,164
60QY000778,100
60QY000779,111
60QY000780,57
60QY000781,67
60QY000782,79
60QY000783,55
60QY000784,79
60QY000785,103
60QY000786,98
60QY000787,80
60QY000788,154
60QY000789,115
60QY000790,50
60QY000791,63
60QY000792,71
60QY000793,114
60QY000794,200
60QY000795,182
60QY000796,112
60QY000797,120
60QY000798,122
60QY000799,128
60QY000800,127
60QY000801,128
60QY000802,143
60QY000803,106
60QY000804,83
60QY000805,165
60QY000806,128
60QY000807,145
60QY000808,114
60QY000809,104
60QY000810,109
60QY000811,161
60QY000812,66
60QY000813,180
60QY000814,90
60QY000815,83
60QY000816,64
60QY000817,115
60QY000818,89
60QY000819,64
60QY000820,113
60QY000821,87
60QY000822,94
60QY000823,128
60QY000824,77
60QY000825,101
60QY000826,55
60QY000827,110
60QY000828,115
60QY000829,116
60QY000830,128
60QY000831,81
60QY000832,98
60QY000833,118
60QY000834,209
60QY000835,143
60QY000836,192
60QY000837,162
60QY000838,191
60QY000839,198
60QY000840,170
60QY000841,162
60QY000842,94
60QY000843,113
60QY000844,116
60QY000845,171
60QY000846,115
60QY000847,171
60QY000848,118
60QY000849,96
60QY000850,116
60QY000851,88
60QY000852,149
60QY000853,73
60QY000854,99
60QY000855,89
60QY000856,158
60QY000857,104
60QY000858,108
60QY000859,106
60QY000860,217
60QY000861,66
60QY000862,106
60QY000863,157
60QY000864,145
60QY000865,59
60QY000866,104
60QY000867,163
60QY000868,123
60QY000869,86
60QY000870,74
60QY000871,93
60QY000872,91
60QY000873,117
60QY000874,69
60QY000875,131
60QY000876,88
60QY000877,99
60QY000878,84
60QY000879,97
60QY000880,77
60QY000881,105
60QY000882,52
60QY000883,50
60QY000884,86
60QY000885,152
60QY000886,83
60QY000887,97
60QY000888,50
60QY000889,121
60QY000890,111
60QY000891,73
60QY000892,68
60QY000893,73
60QY000894,209
60QY000895,63
60QY000896,62
60QY000897,121
60QY000898,75
60QY000899,215
60QY000900,80
60QY000901,115
60QY000902,147
60QY000903,75
60QY000904,109
60QY000905,62
60QY000906,71
60QY000907,113
60QY000908,124
60QY000909,93
60QY000910,195
60QY000911,97
60QY000912,81
60QY000913,70
60QY000914,117
60QY000915,232
60QY000916,126
60QY000917,87
60QY000918,96
60QY000919,95
60QY000920,63
60QY000921,112
60QY000922,111
60QY000923,94
60QY000924,92
60QY000925,128
60QY000926,50
60QY000927,69
60QY000928,90
60QY000929,107
60QY000930,103
60QY000931,66
60QY000932,59
60QY000933,63
60QY000934,92
60QY000935,96
60QY000936,72
60QY000937,119
60QY000938,90
60QY000939,114
60QY000940,68
60QY000941,90
60QY000942,169
60QY000943,166
60QY000944,137
60QY000945,88
60QY000946,55
60QY000947,172
60QY000948,144
60QY000949,152
60QY000950,154
60QY000951,54
60QY000952,122
60QY000953,50
60QY000954,112
60QY000955,132
60QY000956,63
60QY000957,109
60QY000958,170
60QY000959,81
60QY000960,82
60QY000961,187
60QY000962,82
60QY000963,150
60QY000964,66
60QY000965,149
60QY000966,118
60QY000967,65
60QY000968,87
60QY000969,141
60QY000970,104
60QY000971,82
60QY000972,199
60QY000973,84
60QY000974,160
60QY000975,129
60QY000976,150
60QY000977,176
60QY000978,138
60QY000979,196
60QY000980,104
60QY000981,84
60QY000982,126
60QY000983,64
60QY000984,90
60QY000985,181
60QY000986,81
60QY000987,185
60QY000988,160
60QY000989,187
60QY000990,91
60QY000991,123
60QY000992,82
60QY000993,121
60QY000994,104
60QY000995,74
60QY000996,188
60QY000997,235
60QY000998,123
60QY000999,187
60QY001000,57
60QY001001,158
60QY001002,130
60QY001003,101
60QY001004,143
60QY001005,54
60QY001006,123
60QY001007,115
60QY001008,73
60QY001009,72
60QY001010,90
60QY001011,137
60QY001012,141
60QY001013,66
60QY001014,98
60QY001015,101
60QY001016,55
60QY001017,158
60QY001018,171
60QY001019,69
60QY001020,118
60QY001021,169
60QY001022,188
60QY001023,75
60QY001024,122
60QY001025,138
60QY001026,124
60QY001027,119
60QY001028,224
60QY001029,69
60QY001030,145
60QY001031,92
60QY001032,124
60QY001033,53
60QY001034,91
60QY001035,68
60QY001036,65
60QY001037,82
60QY001038,62
60QY001039,81
60QY001040,95
60QY001041,144
60QY001042,115
60QY001043,76
60QY001044,69
60QY001045,102
60QY001046,153
60QY001047,172
60QY001048,102
60QY001049,99
60QY001050,117
60QY001051,89
60QY001052,130
60QY001053,182
60QY001054,198
60QY001055,220
60QY001056,118
60QY001057,61
60QY001058,154
60QY001059,129
60QY001060,75
60QY001061,158
60QY001062,66
60QY001063,152
60QY001064,87
60QY001065,121
60QY001066,80
60QY001067,156
60QY001068,99
60QY001069,119
60QY001070,128
60QY001071,115
60QY001072,140
60QY001073,61
60QY001074,109
60QY001075,126
60QY001076,240
60QY001077,122
60QY001078,106
60QY001079,142
60QY001080,135
60QY001081,100
60QY001082,85
60QY001083,148
60QY001084,69
60QY001085,210
60QY001086,173
60QY001087,102
60QY001088,86
60QY001089,64
60QY001090,96
60QY001091,54
60QY001092,96
60QY001093,98
60QY001094,105
60QY001095,83
60QY001096,136
60QY001097,98
60QY001098,75
60QY001099,177
60QY001100,155
60QY001101,131
60QY001102,57
60QY001103,110
60QY001104,51
60QY001105,99
60QY001106,138
60QY001107,248
60QY001108,180
60QY001109,149
60QY001110,181
60QY001111,209
60QY001112,87
60QY001113,103
60QY001114,159
60QY001115,198
60QY001116,139
60QY001117,208
60QY001118,123
60QY001119,183
60QY001120,136
60QY001121,175
60QY001122,200
60QY001123,147
60QY001124,214
60QY001125,183
60QY001126,136
60QY001127,102
60QY001128,219
60QY001129,164
60QY001130,171
60QY001131,147
60QY001132,66
60QZ000001,53
60QZ000002,90
60QZ000003,88
60QZ000004,72
60QZ000005,133
60QZ000006,117
60QZ000007,137
60QZ000008,200
60QZ000009,154
60QZ000010,229
60QZ000011,158
60QZ000012,137
60QZ000013,191
60QZ000014,58
60QZ000015,155
60QZ000016,135
60QZ000017,138
60QZ000018,163
60QZ000019,136
60QZ000020,136
60QZ000021,132
60QZ000022,125
60QZ000023,123
60QZ000024,102
60QZ000025,139
60QZ000026,85
60QZ000027,169
60QZ000028,91
60QZ000029,169
60QZ000030,129
60QZ000031,147
60QZ000032,146
60QZ000033,158
60QZ000034,167
60QZ000035,183
60QZ000036,93
60QZ000037,129
60QZ000038,146
60QZ000039,123
60QZ000040,107
60QZ000041,137
60QZ000042,99
60QZ000043,111
60QZ000044,96
60QZ000045,71
60QZ000046,204
60QZ000047,137
60QZ000048,116
60QZ000049,136
60QZ000050,54
60QZ000051,158
