Code,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E00046302,12,9,9,21,14,8,11,5,7,4
E00046380,7,9,9,5,9,5,13,8,6,5
E00046538,40,32,29,42,28,29,31,20,25,20
E00046539,12,12,15,5,6,6,1,7,2,9
E00046562,62,76,31,31,32,31,22,51,42,45
E00046571,14,11,11,5,11,20,17,8,13,3
E00046594,8,6,8,5,5,1,5,2,1,6
E00046572,11,5,16,9,12,13,15,11,8,10
E00046581,2,4,15,7,6,6,5,6,2,10
E00046595,25,14,15,19,17,17,13,22,26,20
E00046605,12,9,15,13,19,16,21,24,17,12
E00046602,23,21,20,22,19,8,10,9,8,13
E00046782,56,74,53,53,52,58,25,40,40,36
E00046783,11,8,10,6,13,17,8,5,2,6
E00046786,16,27,15,18,14,13,11,9,5,5
E00046772,21,7,4,8,9,1,3,11,4,4
E00046776,14,3,8,8,4,6,4,9,1,4
E00046777,22,19,20,18,13,13,3,8,6,14
E00046779,36,11,12,7,15,18,11,10,17,11
E00046831,8,9,7,4,8,2,9,4,6,14
E00046833,13,7,4,4,5,9,5,6,2,8
E00046834,9,8,5,8,6,10,3,5,4,3
E00046841,5,4,9,5,8,6,5,3,5,3
E00046845,18,22,17,17,20,27,9,21,8,29
E00046846,17,16,10,7,14,7,5,6,2,11
E00046853,17,11,12,13,8,14,16,12,4,3
E00046856,9,5,8,8,9,7,9,7,1,8
E00046857,3,3,11,13,11,17,4,1,1,6
E00046858,6,8,11,7,10,8,6,7,7,3
E00046859,5,5,5,2,5,8,7,4,6,12
E00046860,5,6,6,9,4,6,9,2,2,3
E00046861,10,6,8,12,9,15,8,5,4,4
E00046862,12,11,5,9,12,11,5,8,4,3
E00046866,20,16,14,11,7,13,10,13,11,6
E00046863,13,9,23,14,7,22,9,8,7,9
E00046864,5,6,6,14,3,14,10,6,4,5
E00046865,8,14,10,3,13,12,15,27,6,9
E00046867,6,6,9,5,8,14,9,7,4,7
E00046868,10,13,11,5,15,16,3,8,8,9
E00046869,31,26,24,27,18,25,17,23,19,12
E00046871,13,9,11,4,12,8,9,9,8,11
E00046874,458,394,291,194,183,138,148,208,198,225
E00046877,11,7,4,10,5,5,5,5,1,6
E00045900,7,7,9,5,16,14,6,9,12,9
E00045901,15,19,21,6,4,10,12,4,6,11
E00046025,9,11,2,10,10,13,1,9,7,7
E00046028,14,23,11,9,7,11,14,16,13,4
E00046090,6,18,6,8,18,7,6,9,8,15
E00046052,35,40,27,33,40,69,38,53,53,71
E00046093,10,25,3,9,14,11,7,9,17,6
E00046057,8,8,7,6,8,9,9,4,9,7
E00047009,8,14,10,8,6,10,11,6,7,6
E00046083,16,17,7,4,7,5,7,4,7,11
E00046088,12,17,10,15,12,10,10,5,8,13
E00046095,35,17,13,12,23,8,7,18,16,24
E00046096,5,6,15,10,10,11,7,4,6,8
E00046101,36,23,24,17,20,6,6,11,21,10
E00047007,14,14,7,9,9,11,10,8,5,13
E00047013,5,7,7,7,13,3,9,5,9,2
E00047016,7,15,6,9,11,8,9,11,5,18
E00047027,3,13,12,9,10,11,12,13,8,18
E00047030,5,7,6,5,7,6,9,2,5,2
E00047037,8,9,10,9,8,11,9,4,6,6
E00047062,9,6,10,13,11,12,7,11,8,6
E00047072,30,31,37,42,32,20,18,8,10,9
E00047080,11,20,13,6,6,11,7,1,2,9
E00047081,19,18,20,36,16,23,15,10,18,9
E00047086,37,20,28,26,15,7,12,10,15,14
E00047092,6,3,9,8,6,5,3,2,6,5
E00047099,7,6,7,11,7,11,1,4,6,3
E00047240,8,8,18,12,11,7,7,9,7,4
E00047544,17,14,15,11,16,6,8,8,6,16
E00047243,93,44,42,34,39,43,38,24,40,24
E00047610,9,9,16,6,16,7,10,8,5,3
E00047614,4,14,5,11,4,10,2,4,5,6
E00047619,12,15,11,10,9,18,11,5,7,5
E00047625,24,18,15,12,3,17,22,9,13,15
E00047639,16,10,10,17,9,12,13,11,12,13
E00047949,26,8,17,19,9,7,9,1,2,2
E00047644,17,16,4,10,14,15,8,11,10,9
E00047645,13,15,12,16,27,10,3,13,9,8
E00047648,15,13,23,18,9,23,24,35,25,36
E00047938,23,14,15,12,11,9,5,5,4,10
E00048002,16,15,7,8,17,14,13,13,9,14
E00048081,28,23,12,10,16,6,5,5,5,16
E00048084,19,14,9,19,11,18,5,9,8,19
E00048095,35,25,24,12,20,14,12,12,4,7
E00048128,13,7,6,4,13,12,11,4,14,10
E00048133,23,20,14,10,17,8,14,10,9,12
E00048152,6,7,6,3,1,4,1,1,1,5
E00048155,18,24,14,7,5,12,5,10,13,7
E00048161,16,16,23,9,16,20,12,14,16,12
E00048175,15,21,30,14,19,17,11,11,15,9
E00048184,13,17,15,4,7,8,8,5,10,2
E00048185,16,25,12,10,16,8,6,13,13,6
E00048202,30,14,13,26,23,6,13,5,13,7
E00047006,10,4,1,3,4,1,2,2,4,5
E00046887,14,9,10,22,13,9,11,7,3,6
E00046995,2,3,4,6,6,6,3,2,2,1
E00046880,4,2,7,4,1,7,6,3,2,3
E00046881,7,11,9,8,11,10,15,4,6,4
E00046884,11,11,12,6,8,10,2,5,3,5
E00046886,10,10,9,7,9,9,8,1,11,12
E00046888,8,7,7,5,8,14,5,3,4,9
E00046908,16,18,12,15,23,27,53,44,33,45
E00046889,10,5,4,7,10,3,6,4,8,4
E00046892,17,13,13,6,16,21,6,6,4,3
E00046893,6,6,7,12,8,10,9,8,4,9
E00046896,21,20,25,17,8,16,11,10,4,15
E00046898,2,4,8,8,4,7,2,4,1,4
E00046910,9,12,8,4,8,12,7,11,7,12
E00046902,12,5,15,8,4,11,9,6,2,5
E00046917,8,4,8,6,9,7,9,5,6,9
E00046903,13,20,13,12,9,14,15,4,8,5
E00046904,8,10,23,6,10,15,6,9,8,7
E00046912,26,23,27,13,11,8,14,17,9,12
E00046915,5,4,5,9,4,7,4,3,6,8
E00046934,19,17,17,11,14,23,13,21,16,27
E00046939,8,10,3,5,6,4,6,9,4,2
E00046944,15,10,30,8,13,28,10,11,15,13
E00046948,10,6,6,9,7,8,3,8,2,4
E00046951,47,28,20,9,21,21,17,29,22,9
E00046987,17,13,10,3,10,12,8,6,6,5
E00046961,20,7,13,6,5,9,5,9,4,6
E00046988,9,20,7,7,13,8,3,3,9,6
E00046978,14,11,10,7,7,7,8,4,4,5
E00046979,7,7,8,7,10,4,5,8,8,3
E00046990,82,62,57,71,72,75,55,60,42,35
E00046991,12,7,12,11,9,9,5,7,6,4
E00046993,16,19,13,8,11,10,10,13,7,12
E00046994,10,10,14,8,5,5,4,3,4,5
E00046996,8,6,7,5,8,4,7,8,5,5
E00046998,14,12,11,6,11,9,7,9,9,8
E00046999,3,8,6,12,5,5,7,2,4,4
E00047000,20,18,24,15,11,7,7,7,11,8
E00047002,5,15,9,6,6,9,8,4,7,6
E00047004,16,10,9,12,12,6,5,5,11,6
E00045146,14,13,12,18,8,11,6,3,7,10
E00045077,7,7,6,3,15,8,10,5,6,4
E00045080,43,24,30,15,29,14,14,19,22,19
E00045097,16,7,7,3,7,6,6,2,7,4
E00045110,7,4,3,6,6,3,3,1,3,1
E00045128,54,41,49,45,29,22,18,30,26,16
E00045118,65,72,50,49,49,34,16,43,51,35
E00045143,17,19,23,24,17,13,20,12,18,6
E00045150,60,28,17,19,14,18,7,11,27,29
E00045153,47,28,32,18,18,20,19,15,14,20
E00045154,16,12,9,5,8,7,9,11,5,0
E00045278,10,15,9,3,16,11,10,2,6,7
E00045326,10,13,6,4,14,9,8,4,5,8
E00045416,23,18,14,19,19,14,11,13,5,17
E00045328,5,5,6,2,6,7,3,8,11,8
E00045374,8,17,3,6,10,10,6,13,16,9
E00045377,5,7,11,12,6,5,13,8,10,6
E00045466,10,12,4,3,7,3,11,6,7,4
E00045387,5,6,0,5,5,6,8,3,10,13
E00045390,7,2,4,1,2,4,1,2,0,8
E00045391,14,17,9,13,29,21,20,12,14,16
E00045411,12,11,8,10,12,7,7,10,13,4
E00045486,15,20,13,13,13,16,10,4,7,6
E00045506,15,16,9,9,15,9,9,13,16,22
E00045705,23,27,21,15,25,23,10,8,15,9
E00045708,30,44,28,29,32,26,22,20,12,12
E00045710,12,12,13,7,14,6,6,5,7,9
E00045711,14,14,28,15,20,17,13,14,16,9
E00045526,8,5,8,7,6,7,12,7,10,9
E00045536,6,5,3,6,9,9,7,9,0,9
E00045646,6,7,8,4,10,3,9,6,8,12
E00045829,15,8,9,6,5,7,1,1,1,7
E00045830,15,6,6,8,7,2,5,8,5,5
E00045772,18,16,11,13,14,6,12,11,21,12
E00045773,73,38,33,20,39,17,20,27,19,19
E00045690,21,20,25,15,25,10,7,11,7,9
E00045699,8,19,14,22,15,19,10,9,10,16
E00045701,2,8,8,4,7,11,9,6,10,11
E00045759,22,13,14,10,20,10,9,4,4,13
E00045776,15,13,17,9,11,10,7,11,6,10
E00045777,8,7,5,8,7,3,8,11,2,8
E00045782,21,13,10,7,15,7,16,11,16,11
E00045785,13,11,13,14,7,8,9,8,3,8
E00045790,19,14,12,12,7,11,6,11,7,8
E00045810,18,10,8,6,11,8,7,15,8,11
E00045820,9,14,8,9,14,5,2,11,5,4
E00045835,23,15,15,16,18,8,4,2,5,7
E00045836,5,8,8,3,14,9,2,11,4,6
E00045849,8,15,13,1,21,10,2,20,6,8
E00045851,10,14,12,12,16,12,6,8,26,19
E00045852,39,14,20,7,15,8,12,13,2,12
E00045854,14,13,6,14,4,7,3,2,9,14
E00045855,7,9,11,12,26,3,9,9,2,8
E00045856,29,30,31,22,33,24,18,17,13,16
E00045859,20,21,6,16,12,9,6,15,18,12
E00045860,8,2,9,7,12,5,7,8,5,3
E00045862,23,16,13,18,20,7,13,8,11,10
E00045863,7,12,4,5,11,12,6,8,3,8
E00045864,20,12,8,14,21,16,4,11,7,4
E00045865,17,17,11,14,8,9,12,10,14,15
E00045869,9,7,7,5,9,5,4,12,9,12
E00045871,24,9,9,11,9,14,19,15,8,13
E00045872,19,14,7,12,13,9,8,3,8,4
E00045874,10,15,6,6,8,6,5,7,3,7
E00045877,54,40,40,30,41,32,35,30,57,47
E00045882,8,4,5,5,6,7,3,11,2,5
E00045889,6,7,8,7,4,2,6,5,6,6
E00045893,13,14,17,9,8,1,8,7,8,7
E00045896,17,22,40,17,15,10,12,18,7,13
E00045898,30,19,29,30,20,30,23,22,18,14
E00165815,13,13,5,5,18,11,9,13,4,6
E00165817,9,15,5,10,5,6,4,2,6,12
E00045543,5,6,8,5,7,12,4,0,2,3
E00045613,7,5,22,12,3,7,8,9,3,4
E00046361,3,5,4,4,6,0,4,3,4,6
E00046373,16,20,15,11,26,30,12,14,20,20
E00046384,13,10,12,6,7,8,4,7,7,3
E00046546,10,13,14,11,7,11,8,7,15,12
E00046547,21,22,15,7,18,13,19,12,16,21
E00046548,17,14,24,14,11,26,12,7,9,4
E00047083,24,17,19,15,20,23,10,5,9,15
E00047716,11,8,5,4,3,1,1,2,2,2
E00047768,17,6,12,8,3,9,13,5,5,12
E00047825,10,8,5,3,4,2,3,1,6,5
E00046258,10,11,17,7,9,1,1,5,1,4
E00046454,11,5,4,5,6,6,12,6,3,5
E00045440,6,10,5,7,2,1,1,1,3,1
E00045744,17,19,8,9,11,10,4,10,5,6
E00045309,20,9,6,16,14,11,5,14,12,7
E00045441,25,18,9,15,17,10,21,12,21,19
E00045425,5,3,3,4,4,6,2,4,5,0
E00045426,1,7,4,7,10,6,3,4,5,6
E00045436,13,8,10,7,7,4,2,3,9,2
E00045458,11,22,19,11,10,8,5,14,2,6
E00045482,3,8,35,20,6,12,4,5,7,6
E00045990,10,12,11,12,10,8,8,3,8,8
E00046005,19,16,12,10,23,13,8,11,7,8
E00046011,9,16,9,3,10,6,3,5,11,7
E00046486,21,16,19,6,8,9,7,6,11,10
E00046680,18,10,11,15,8,10,3,3,10,7
E00046488,55,50,37,44,39,49,38,83,108,107
E00046690,10,9,7,1,3,5,3,3,4,6
E00046693,9,11,8,1,11,7,9,15,7,7
E00046702,20,26,17,11,24,22,16,7,18,9
E00046753,22,18,12,16,5,6,8,2,7,7
E00047170,25,17,7,13,8,7,5,3,18,7
E00047174,24,18,7,13,14,11,4,4,5,12
E00047678,14,15,9,28,19,9,11,10,7,12
E00047941,13,15,12,16,8,5,6,4,3,1
E00047686,5,13,6,9,9,4,4,4,3,2
E00047707,11,9,2,6,6,3,7,4,6,1
E00047697,5,9,7,3,8,8,3,5,1,7
E00047701,7,7,4,6,7,6,3,7,3,4
E00047720,66,72,66,61,64,34,26,29,42,28
E00047722,10,14,12,8,5,7,9,9,4,1
E00047769,7,5,9,5,5,7,2,3,5,3
E00047771,7,4,2,4,3,4,2,3,4,2
E00047773,9,12,8,8,10,8,6,8,6,9
E00047775,3,11,4,3,4,2,4,3,1,4
E00047776,11,4,7,2,4,4,1,4,7,3
E00047793,40,36,25,17,23,19,24,12,14,10
E00047933,24,16,10,7,16,13,15,9,8,7
E00047823,10,9,5,10,9,7,7,6,8,4
E00047828,2,4,6,7,3,6,7,8,1,4
E00047841,10,11,5,10,12,14,10,9,3,8
E00047859,12,10,9,6,7,1,7,2,2,8
E00047882,6,9,7,6,2,1,6,2,0,7
E00047897,14,5,3,4,5,5,6,1,4,1
E00047922,54,39,70,44,29,45,44,33,33,32
E00048154,18,28,7,14,12,8,9,7,6,12
E00045253,6,3,5,7,3,16,9,3,8,5
E00045364,20,14,11,5,10,14,14,5,10,17
E00045366,4,2,10,4,10,13,6,2,7,7
E00045423,15,20,15,9,13,7,12,13,9,6
E00045838,11,6,8,3,13,5,3,3,6,2
E00046477,7,2,3,3,2,7,5,2,1,3
E00046678,15,12,14,11,9,7,11,8,0,10
E00046722,19,11,8,9,4,6,10,12,6,7
E00046723,8,8,8,6,7,5,3,10,4,3
E00047798,2,3,4,2,5,2,3,3,2,2
E00046905,8,12,9,5,2,6,2,5,2,5
E00047241,3,6,2,4,6,3,1,5,4,2
E00047263,5,11,4,4,3,12,2,4,10,2
E00047267,34,54,65,50,39,42,60,34,33,34
E00047277,8,5,6,14,24,3,7,8,7,8
E00047694,3,7,2,1,1,3,1,3,1,2
E00047940,11,10,15,10,12,14,11,7,4,5
E00047760,20,11,13,16,18,15,16,6,11,8
E00047801,2,6,0,2,7,4,2,3,4,5
E00047802,7,3,7,6,9,7,6,7,4,1
E00047808,14,21,16,6,9,12,16,18,8,9
E00047854,47,48,25,37,22,21,20,32,29,17
E00175786,58,38,39,32,49,32,28,15,28,19
E00045296,6,11,8,18,12,6,5,2,6,11
E00045756,3,2,4,5,1,3,6,4,4,0
E00175702,2,1,0,0,2,0,0,0,1,0
E00175713,175,147,129,147,149,188,138,167,194,217
E00045610,41,35,46,27,27,34,28,25,22,16
E00045611,22,7,19,14,17,7,5,7,8,6
E00045649,16,11,14,10,5,11,7,7,7,6
E00045620,22,11,18,6,6,16,5,7,4,8
E00175769,60,34,26,35,30,24,23,26,34,17
E00045432,6,10,1,8,4,6,3,2,7,1
E00046473,16,11,12,12,16,23,9,7,10,16
E00046697,34,29,24,20,17,24,12,12,6,15
E00047851,6,16,13,7,20,14,11,4,9,10
E00047886,17,6,6,11,8,8,9,7,3,5
E00046142,6,4,6,4,5,7,3,4,2,6
E00045750,16,9,16,12,12,11,10,11,4,8
E00046388,11,12,11,4,11,8,6,10,10,8
E00046536,10,9,9,9,8,17,19,6,14,11
E00046583,12,17,20,14,14,8,6,9,8,8
E00046402,59,64,40,39,42,32,23,32,35,25
E00046406,12,13,18,22,16,13,8,14,7,6
E00046537,3,12,6,6,8,6,10,8,1,4
E00046561,12,7,7,11,6,10,13,6,16,8
E00046564,5,7,7,8,12,11,7,4,4,5
E00046565,11,15,13,12,10,24,11,8,17,10
E00046566,42,27,31,18,24,40,24,23,20,24
E00046570,68,97,103,42,83,97,71,86,128,114
E00046574,11,11,10,11,19,10,6,10,10,14
E00046579,6,8,8,9,6,10,7,8,9,8
E00046580,15,7,6,7,13,11,12,8,6,7
E00046582,13,8,8,14,7,7,5,8,8,13
E00046590,10,13,29,13,11,17,13,12,22,25
E00046596,31,16,29,17,24,33,23,9,16,10
E00046604,15,11,8,9,10,8,9,11,10,9
E00046606,5,14,12,7,9,8,2,5,5,8
E00046920,6,6,7,2,5,6,4,8,4,13
E00046928,6,10,13,14,7,6,7,8,6,4
E00046938,49,27,49,27,36,24,11,26,13,9
E00046970,9,9,6,10,6,7,7,1,3,3
E00045091,16,20,12,10,15,14,10,12,17,7
E00045158,13,15,21,14,10,9,7,11,10,9
E00045342,16,12,18,18,17,14,22,13,8,13
E00045378,3,12,9,14,8,11,4,9,1,7
E00045444,10,12,6,17,18,6,8,8,4,3
E00045483,11,6,2,4,9,4,10,6,4,5
E00045585,14,10,26,3,17,7,7,1,2,7
E00045587,23,18,22,10,21,24,17,27,17,20
E00045589,30,40,58,13,18,45,16,22,12,12
E00045595,14,14,16,12,6,12,7,12,8,10
E00045597,31,22,34,28,17,21,18,18,15,13
E00045621,8,12,14,5,7,12,7,6,11,11
E00045622,22,39,24,24,16,10,9,13,12,7
E00045624,13,14,19,7,11,7,10,13,7,15
E00045636,27,23,16,13,14,19,16,17,11,18
E00045637,8,11,10,14,13,2,11,7,6,6
E00045641,10,7,9,6,5,4,13,7,5,4
E00045694,18,15,13,14,11,11,6,15,6,7
E00045815,132,103,96,87,81,87,54,72,87,43
E00045857,3,8,9,2,9,5,5,7,6,2
E00045887,38,28,17,16,14,17,19,13,15,9
E00045974,5,8,3,2,7,5,2,4,4,5
E00045977,6,15,11,11,12,16,18,19,19,16
E00045988,5,9,3,3,0,8,3,2,8,2
E00045993,23,20,19,12,16,22,14,9,15,14
E00045994,21,16,9,9,5,10,7,9,6,5
E00046021,11,10,24,16,18,11,8,6,11,7
E00046015,19,16,11,9,14,14,9,4,5,9
E00046016,4,2,11,1,11,11,6,14,10,7
E00046027,12,4,6,11,7,8,6,7,5,7
E00046029,16,11,10,12,7,15,6,6,9,4
E00046031,21,18,7,13,14,21,12,8,12,11
E00047021,7,4,5,5,11,13,3,9,6,3
E00047064,5,8,10,19,5,3,5,3,1,4
E00047066,11,5,11,8,13,6,4,5,10,4
E00047071,14,21,24,12,19,18,9,6,6,7
E00047090,19,10,16,13,9,20,6,15,8,10
E00047091,27,35,25,21,21,28,15,15,16,9
E00047093,12,8,13,11,5,9,8,6,4,7
E00047104,15,25,29,28,14,24,23,20,14,7
E00047107,15,33,25,33,34,42,26,26,24,28
E00047110,18,18,10,6,16,18,14,6,10,10
E00047120,9,8,7,9,7,12,10,4,5,10
E00047538,3,8,10,6,7,6,2,7,7,4
E00047121,28,25,30,10,17,22,14,9,10,10
E00047129,13,13,15,9,4,12,11,10,8,6
E00047134,15,16,11,9,21,16,9,13,12,7
E00047546,16,12,29,21,11,16,7,32,10,15
E00047242,150,95,70,68,76,74,48,63,68,79
E00047536,14,21,29,16,21,9,14,20,13,10
E00047595,17,24,32,10,22,22,20,21,10,19
E00048072,0,1,1,2,3,0,0,2,2,4
E00048073,24,7,16,18,19,21,13,3,10,10
E00175723,14,16,14,18,1,10,18,19,10,15
E00046671,11,15,10,14,5,8,8,2,8,4
E00047005,18,5,10,6,11,10,7,5,3,3
E00175680,1,3,4,3,7,1,7,7,11,11
E00175693,0,1,4,1,7,7,6,7,5,9
E00175695,0,0,0,1,7,7,8,6,9,8
E00175750,21,9,20,15,18,9,13,4,5,15
E00045612,13,27,19,13,14,14,18,23,4,15
E00045542,44,29,32,22,35,34,28,23,21,23
E00045679,12,15,9,10,9,11,8,11,5,4
E00046396,32,21,26,16,27,17,15,25,33,14
E00047011,6,1,5,9,8,9,1,3,4,0
E00047017,11,2,2,2,2,5,4,2,1,0
E00175756,36,31,23,30,40,24,23,28,24,17
E00175700,1,2,1,1,4,4,6,3,3,2
E00048062,32,16,11,16,26,21,18,14,11,10
E00048064,14,14,13,17,7,21,8,8,8,13
E00175608,50,57,56,47,71,80,39,74,54,78
E00175642,16,20,33,21,24,17,13,19,8,12
E00048039,41,46,13,23,13,9,11,17,8,11
E00048126,22,33,7,13,14,10,18,13,5,8
E00175668,8,8,7,13,16,10,15,11,12,21
E00045188,74,38,57,40,32,39,32,51,46,43
E00045192,13,9,8,10,11,13,6,8,2,5
E00045653,8,8,12,8,5,7,5,4,12,11
E00045198,12,13,10,15,9,11,11,19,13,7
E00045204,13,12,14,16,21,35,10,17,14,10
E00045207,11,8,18,7,8,19,10,5,6,3
E00045719,25,7,20,10,14,9,17,16,17,16
E00045212,22,31,17,30,19,10,17,22,12,18
E00045344,15,17,8,12,7,8,10,4,11,6
E00045392,14,11,7,11,8,12,5,6,9,11
E00045726,34,22,11,16,8,3,8,4,6,9
E00045389,4,5,15,10,2,13,7,7,9,8
E00045455,22,30,30,11,18,11,17,17,19,9
E00045485,22,4,9,11,1,9,3,6,7,2
E00045513,8,13,6,18,22,24,11,17,24,19
E00045716,8,14,17,9,1,10,4,9,4,4
E00045735,16,10,14,10,5,10,5,11,13,11
E00045514,17,10,21,10,33,20,12,5,28,8
E00045638,9,11,11,15,11,12,12,8,5,10
E00045652,9,4,5,6,6,6,4,3,7,2
E00045813,12,17,9,4,6,2,8,8,0,5
E00046038,21,11,12,7,18,9,11,10,4,5
E00046082,23,23,12,11,8,11,22,20,31,16
E00046091,18,29,9,7,16,25,14,6,9,5
E00045992,8,4,11,6,7,8,9,5,11,10
E00045996,15,22,22,5,7,6,7,3,11,6
E00046009,2,13,4,5,5,3,1,6,3,3
E00046076,32,26,30,12,22,19,17,19,25,11
E00046256,27,28,20,15,23,23,21,24,13,17
E00046291,36,20,26,12,7,6,12,11,18,8
E00046387,12,8,7,6,12,15,7,11,3,9
E00046379,166,145,127,116,112,165,100,141,162,172
E00046400,9,9,11,12,11,13,21,8,13,13
E00046412,52,29,20,26,33,16,29,17,27,17
E00046425,12,8,13,3,7,9,6,2,6,4
E00046426,15,20,15,10,17,11,8,15,19,10
E00046628,13,15,20,11,8,16,10,5,5,8
E00046668,18,13,6,4,7,5,2,4,10,4
E00046435,12,16,16,13,11,19,13,6,7,17
E00046563,28,22,22,13,13,16,18,19,22,15
E00046659,27,48,33,32,26,22,16,23,9,21
E00046713,20,21,29,23,17,10,12,12,14,13
E00047089,23,30,24,16,19,18,11,13,12,3
E00047473,3,3,2,3,5,4,4,4,0,2
E00047635,16,21,9,16,15,13,14,9,17,15
E00047531,30,40,20,21,21,19,23,15,17,21
E00047636,16,24,29,32,16,30,18,11,18,12
E00048001,54,37,24,31,22,15,21,20,12,26
E00046386,5,5,2,6,11,7,7,10,4,8
E00175697,35,30,18,19,19,9,8,12,9,6
E00047969,9,10,11,12,9,9,4,8,3,23
E00047912,9,12,6,12,10,7,9,8,8,12
E00047920,45,49,58,63,57,48,41,38,33,34
E00047921,14,8,17,10,10,9,9,8,2,7
E00047925,30,32,11,23,8,6,16,6,7,5
E00045083,5,10,11,5,3,4,6,9,7,8
E00045442,24,23,17,20,20,10,11,14,16,6
E00045088,17,12,8,2,3,12,8,2,5,3
E00045257,11,3,12,11,2,8,2,7,3,1
E00045260,15,13,17,7,8,13,13,10,18,17
E00045429,9,21,5,10,7,7,5,10,4,18
E00045151,30,21,17,15,14,24,13,13,19,13
E00045417,6,5,10,9,6,5,2,10,5,14
E00045159,16,11,28,15,15,11,14,3,9,13
E00045279,16,20,6,10,14,15,7,43,118,138
E00045301,25,14,19,22,17,21,12,16,8,13
